CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Introduction;2018-03-23;jour;38;45.518016384315;-73.5817032306943;499
Introduction;2018-03-23;soir;38;45.5212089782162;-73.5924838666852;500
Introduction;2018-03-24;jour;38;45.5205762143154;-73.5844745250904;501
Méfait;2018-03-24;nuit;38;45.5284917611746;-73.5891752748309;502
Vol dans / sur véhicule à moteur;2018-03-24;soir;38;45.5133385750919;-73.5730046477873;503
Introduction;2018-03-25;soir;38;45.5223090783303;-73.5811142522048;504
Méfait;2018-03-25;jour;38;45.5157631305366;-73.580483985145;505
Méfait;2018-03-25;nuit;38;1;1;506
Introduction;2018-03-26;jour;38;45.5201287033824;-73.584878246438;507
Introduction;2018-03-26;jour;38;45.5228949780258;-73.5805733152089;508
Introduction;2018-03-26;jour;38;45.5111119086122;-73.5700431795609;509
Introduction;2018-03-26;jour;38;45.5111119086122;-73.5700431795609;510
Introduction;2018-03-26;soir;38;45.5192207665804;-73.5772812301309;511
Méfait;2018-03-26;nuit;38;45.5192463457546;-73.5725951152006;512
Méfait;2018-03-26;jour;38;45.5169651944531;-73.5793875092085;513
Vol dans / sur véhicule à moteur;2018-03-26;jour;38;45.5397295242329;-73.5815788371276;514
Vol dans / sur véhicule à moteur;2018-03-26;soir;38;45.5157631305366;-73.580483985145;515
