CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Vol de véhicule à moteur;2018-03-22;nuit;15;45.4601903215594;-73.5926238227882;361
Vol dans / sur véhicule à moteur;2018-03-23;jour;15;45.4866653388837;-73.5502817156624;362
Vol dans / sur véhicule à moteur;2018-03-23;soir;15;45.4781155462272;-73.5836784055528;363
Introduction;2018-03-24;soir;15;45.4791938608771;-73.5531458782398;364
Vol dans / sur véhicule à moteur;2018-03-25;jour;15;1;1;365
Méfait;2018-03-26;jour;15;45.4476662583995;-73.5955868977884;366
Méfait;2018-03-26;jour;15;45.4474968376254;-73.5965353627835;367
Méfait;2018-03-26;soir;15;45.4479206810968;-73.5942458424091;368
Méfait;2018-03-26;jour;15;45.4815799177329;-73.5693179233771;369
Vols qualifiés;2018-03-26;soir;15;45.4509931087756;-73.594189272792;370
