CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Méfait;2018-03-22;soir;26;45.4793298539689;-73.6246084790303;441
Vol dans / sur véhicule à moteur;2018-03-22;nuit;26;45.4921600451495;-73.6443651148226;442
Vol dans / sur véhicule à moteur;2018-03-22;jour;26;45.5105135415027;-73.6253361507698;443
Vol de véhicule à moteur;2018-03-25;jour;26;45.5023753554662;-73.6294443944221;444
Vol de véhicule à moteur;2018-03-25;soir;26;45.4946726204123;-73.6528839619059;445
Vol de véhicule à moteur;2018-03-25;jour;26;45.512656492058;-73.6279537302041;446
Introduction;2018-03-26;jour;26;45.4872854958959;-73.6218195317309;447
Introduction;2018-03-26;jour;26;45.512998094199;-73.6248021317082;448
Méfait;2018-03-26;soir;26;45.4896796921026;-73.6421353142831;449
Méfait;2018-03-26;jour;26;45.509848797765;-73.6240699801906;450
Vol dans / sur véhicule à moteur;2018-03-26;soir;26;45.4932359742803;-73.6543422751686;451
Vol dans / sur véhicule à moteur;2018-03-26;soir;26;45.5004808109127;-73.6466001327714;452
