CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Introduction;2018-03-22;soir;1;45.4484958917836;-73.8822145379649;277
Introduction;2018-03-22;jour;1;45.4602410270131;-73.854949187133;278
Introduction;2018-03-22;jour;1;45.4433306909101;-73.8847110468409;279
Introduction;2018-03-23;jour;1;45.431255144283;-73.8499687318474;280
Vol de véhicule à moteur;2018-03-23;jour;1;45.429234967159;-73.9028413650152;281
Introduction;2018-03-24;jour;1;45.4464777744734;-73.8825373899635;282
Vol dans / sur véhicule à moteur;2018-03-25;jour;1;45.447893359452;-73.8540918680194;283
Vol de véhicule à moteur;2018-03-26;soir;1;45.4042764743263;-73.9535078196314;284
Vols qualifiés;2018-03-26;soir;1;45.4467125231857;-73.853128276066;285
