CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Vol de véhicule à moteur;2018-03-22;jour;44;45.5780874845718;-73.5711478118183;553
Vol dans / sur véhicule à moteur;2018-03-23;jour;44;45.5793672998664;-73.5749282928432;554
Vol dans / sur véhicule à moteur;2018-03-23;nuit;44;45.5761577165387;-73.5727179201093;555
Introduction;2018-03-24;nuit;44;45.5459541477422;-73.5560263894875;556
Méfait;2018-03-24;jour;44;45.5415234775257;-73.5652654167197;557
Vol de véhicule à moteur;2018-03-24;soir;44;45.5625350370873;-73.5723171181388;558
Introduction;2018-03-26;soir;44;45.5542456842308;-73.5966814574403;559
Introduction;2018-03-26;jour;44;45.5561526513657;-73.5736369141242;560
Introduction;2018-03-26;soir;44;45.5630375982176;-73.5841253168782;561
Méfait;2018-03-26;jour;44;45.5541262509548;-73.5600576236889;562
Méfait;2018-03-26;jour;44;45.5501406088066;-73.5679468249325;563
Méfait;2018-03-26;jour;44;45.5711392862458;-73.5722721197614;564
Méfait;2018-03-26;jour;44;45.5817076837548;-73.5733397403313;565
Méfait;2018-03-26;jour;44;45.5642183382066;-73.5879647527112;566
Vol dans / sur véhicule à moteur;2018-03-26;jour;44;45.5601056161844;-73.5744809335563;567
