CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Vol dans / sur véhicule à moteur;2018-03-22;jour;11;45.4604206659072;-73.6260852012385;333
Méfait;2018-03-23;jour;11;45.4646896574475;-73.6454743191133;334
Méfait;2018-03-24;jour;11;45.4608769089622;-73.6343563590932;335
Méfait;2018-03-25;jour;11;45.4604206659072;-73.6260852012385;336
Méfait;2018-03-25;jour;11;45.4604206659072;-73.6260852012385;337
Introduction;2018-03-26;jour;11;45.476701750405;-73.639352629992;338
Introduction;2018-03-26;soir;11;45.468157717912;-73.6427801265166;339
Introduction;2018-03-26;jour;11;45.4732789878009;-73.6249097604382;340
Méfait;2018-03-26;nuit;11;45.4712048950657;-73.6019637877536;341
Méfait;2018-03-26;soir;11;45.4637247075041;-73.6289698270757;342
