CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Introduction;2018-03-22;jour;21;45.506205187534;-73.564030554495;636
Introduction;2018-03-22;jour;21;45.5109868727448;-73.5544234523556;637
Méfait;2018-03-23;jour;21;45.5136269541166;-73.5574729541403;638
Vol dans / sur véhicule à moteur;2018-03-23;nuit;21;45.5078164881533;-73.570147590901;639
Introduction;2018-03-24;jour;21;1;1;640
Introduction;2018-03-24;soir;21;45.5207802730852;-73.565719377572;641
Méfait;2018-03-24;soir;21;45.5042285538657;-73.55820039748;642
Vol dans / sur véhicule à moteur;2018-03-24;soir;21;45.5064886456848;-73.556366116911;643
Vol dans / sur véhicule à moteur;2018-03-24;soir;21;45.513440400166;-73.5627543624789;644
Vol dans / sur véhicule à moteur;2018-03-24;jour;21;45.5086304194252;-73.551952418003;645
Introduction;2018-03-25;nuit;21;45.506205187534;-73.564030554495;646
Vol dans / sur véhicule à moteur;2018-03-25;jour;21;45.5042285538657;-73.55820039748;647
Vol dans / sur véhicule à moteur;2018-03-25;jour;21;45.5064886456848;-73.556366116911;648
Vol dans / sur véhicule à moteur;2018-03-25;jour;21;45.5077228270169;-73.5523911555771;649
Vol dans / sur véhicule à moteur;2018-03-25;jour;21;45.5077228270169;-73.5523911555771;650
Introduction;2018-03-26;jour;21;45.5105872503339;-73.5653296195101;651
Méfait;2018-03-26;soir;21;45.5140843539584;-73.564163051148;652
Méfait;2018-03-26;jour;21;45.5042285538657;-73.55820039748;653
Vol dans / sur véhicule à moteur;2018-03-26;nuit;21;45.5026877900179;-73.5593175800635;654
Vol dans / sur véhicule à moteur;2018-03-26;jour;21;45.5159250231664;-73.5584998527585;655
Méfait;2018-03-23;nuit;50;45.4511673878779;-73.5932620883023;656
Méfait;2018-03-23;nuit;50;45.5012674923347;-73.5603542659313;657
