CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Introduction;2018-03-22;soir;16;45.4632140598469;-73.5767604080495;371
Introduction;2018-03-22;soir;16;45.4660611506056;-73.5636336074868;372
Introduction;2018-03-22;soir;16;1;1;373
Méfait;2018-03-22;jour;16;45.4703466630355;-73.5618857115447;374
Introduction;2018-03-23;soir;16;45.4584372562899;-73.5674150152029;375
Méfait;2018-03-23;soir;16;45.4479583086064;-73.5550131857947;376
Vol dans / sur véhicule à moteur;2018-03-23;jour;16;45.474266951153;-73.5701286455388;377
Introduction;2018-03-24;jour;16;45.4372955348891;-73.5869529972995;378
Méfait;2018-03-24;jour;16;45.4554524934622;-73.5445456657201;379
Méfait;2018-03-24;jour;16;45.4601380632026;-73.5672616052577;380
Introduction;2018-03-25;jour;16;45.4630234204145;-73.5724295865785;381
Introduction;2018-03-25;soir;16;45.4372955348891;-73.5869529972995;382
Introduction;2018-03-26;nuit;16;45.4630676878734;-73.5735641252917;383
Introduction;2018-03-26;jour;16;45.4366294710835;-73.5871788464094;384
Méfait;2018-03-26;soir;16;45.4584372562899;-73.5674150152029;385
Vol dans / sur véhicule à moteur;2018-03-26;jour;16;45.4576488913695;-73.5761590875613;386
