CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Vol dans / sur véhicule à moteur;2018-03-22;jour;42;45.585605512794;-73.6052917045424;537
Vol dans / sur véhicule à moteur;2018-03-22;jour;42;45.5997139400865;-73.5784204441228;538
Vols qualifiés;2018-03-22;soir;42;45.5759156243208;-73.5988125908153;539
Introduction;2018-03-23;jour;42;45.5960128075172;-73.6138693567191;540
Vol dans / sur véhicule à moteur;2018-03-23;jour;42;45.5836183019465;-73.5918591571598;541
Vol de véhicule à moteur;2018-03-23;soir;42;45.6015939041544;-73.5976105279912;542
Vol dans / sur véhicule à moteur;2018-03-24;jour;42;45.5753526477076;-73.5842421834589;543
Vol dans / sur véhicule à moteur;2018-03-25;jour;42;45.5844558497804;-73.5665909342824;544
Vols qualifiés;2018-03-25;soir;42;45.5889179471007;-73.5776201179986;545
Méfait;2018-03-26;soir;42;45.5759156243208;-73.5988125908153;546
Méfait;2018-03-26;jour;42;45.5916302825783;-73.5731081079946;547
Méfait;2018-03-26;jour;42;45.5853172987968;-73.5705686866343;548
Vol dans / sur véhicule à moteur;2018-03-26;jour;42;45.5844558497804;-73.5665909342824;549
Vol dans / sur véhicule à moteur;2018-03-26;soir;42;45.5932743079959;-73.5922855285606;550
Vol de véhicule à moteur;2018-03-26;soir;42;45.5886139310858;-73.5836373160817;551
Vol de véhicule à moteur;2018-03-26;jour;42;45.5772828151498;-73.5964376276503;552
