CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Méfait;2018-03-22;jour;7;45.5198503183266;-73.7337794735569;294
Méfait;2018-03-22;soir;7;45.4875057075347;-73.7166720560858;295
Méfait;2018-03-22;soir;7;45.4875057075347;-73.7166720560858;296
Vol de véhicule à moteur;2018-03-22;jour;7;45.4925997586742;-73.7014739236836;297
Vol de véhicule à moteur;2018-03-22;jour;7;45.4937608373019;-73.7086875453828;298
Introduction;2018-03-23;soir;7;45.5064113890768;-73.6927124257345;299
Vol dans / sur véhicule à moteur;2018-03-23;soir;7;45.490240950234;-73.691815373559;300
Vol de véhicule à moteur;2018-03-23;jour;7;45.5139309955587;-73.6593425724487;301
Introduction;2018-03-24;soir;7;45.5196233706959;-73.6757949192402;302
Introduction;2018-03-24;nuit;7;45.5066011122587;-73.7008095412479;303
Introduction;2018-03-26;jour;7;45.4898273659745;-73.7393890707504;304
Introduction;2018-03-26;nuit;7;45.4802065280069;-73.7479514904976;305
Introduction;2018-03-26;soir;7;45.5272110364498;-73.6912506485378;306
Introduction;2018-03-26;jour;7;45.5122576971673;-73.691681480745;307
Vol dans / sur véhicule à moteur;2018-03-26;nuit;7;45.5046015862949;-73.6811674190436;308
Vol dans / sur véhicule à moteur;2018-03-26;jour;7;45.508689767267;-73.6857127458201;309
Vol de véhicule à moteur;2018-03-26;jour;7;45.4802065280069;-73.7479514904976;310
