CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Vol dans / sur véhicule à moteur;2018-03-22;jour;30;45.5611869149408;-73.6038201541119;466
Vol de véhicule à moteur;2018-03-22;soir;30;45.574012305406;-73.6335523637694;467
Vol dans / sur véhicule à moteur;2018-03-23;nuit;30;45.5654500797235;-73.592359431203;468
Vol de véhicule à moteur;2018-03-23;jour;30;45.582009838466;-73.6241990770258;469
Introduction;2018-03-24;nuit;30;45.5814336553317;-73.6228606977573;470
Méfait;2018-03-24;jour;30;45.5814336553317;-73.6228606977573;471
Vol dans / sur véhicule à moteur;2018-03-24;soir;30;45.5644905177397;-73.596642573284;472
Introduction;2018-03-25;jour;30;45.581990137451;-73.6261990445441;473
Méfait;2018-03-25;soir;30;45.5676192426368;-73.5939394181199;474
Vol dans / sur véhicule à moteur;2018-03-25;soir;30;45.5692763405707;-73.597702508835;475
Vol de véhicule à moteur;2018-03-25;jour;30;45.5584904095701;-73.5957215957557;476
Introduction;2018-03-26;jour;30;45.556469024656;-73.6027713376956;477
Vol dans / sur véhicule à moteur;2018-03-26;jour;30;45.5693024495623;-73.6010992657256;478
