CATEGORIE;DATE;QUART;PDQ;LAT;LONG
Méfait;2017-02-20;jour;39;45.5888105223227;-73.6449024307735
Vol dans / sur véhicule à moteur;2017-02-20;jour;39;45.5953991029362;-73.6465555441891
Vol de véhicule à moteur;2017-02-20;soir;39;45.5925647348747;-73.6241659530133
Vol de véhicule à moteur;2017-02-20;jour;39;45.6082482733319;-73.6203900814964
Vol de véhicule à moteur;2017-02-20;jour;39;45.6067526090719;-73.6199534469267
Vol de véhicule à moteur;2017-02-20;jour;39;45.5934790097143;-73.6273906730286
Introduction;2017-02-20;nuit;42;45.5971695683233;-73.6097082525201
Vol dans / sur véhicule à moteur;2017-02-20;jour;42;45.5837253613607;-73.5917725239871
Vol dans / sur véhicule à moteur;2017-02-20;soir;42;45.5921406667113;-73.5841777449997
Vol de véhicule à moteur;2017-02-20;nuit;42;45.5792989381878;-73.5935296024979
Vol dans / sur véhicule à moteur;2017-02-20;jour;44;45.5525081358751;-73.5758842354509
Méfait;2017-02-20;jour;45;45.6438908150991;-73.573260579561
Méfait;2017-02-20;jour;46;45.6172713077441;-73.5758199021097
Méfait;2017-02-20;jour;46;45.6099334132252;-73.5684027754914
Vol de véhicule à moteur;2017-02-20;soir;46;45.6111757097337;-73.5829305907217
Vol de véhicule à moteur;2017-02-20;jour;46;45.6120710675535;-73.5911792152204
Vol de véhicule à moteur;2017-02-20;jour;46;45.6143936367346;-73.5475438344441
Introduction;2017-02-20;jour;48;45.5752317581416;-73.5417932205438
Vol dans / sur véhicule à moteur;2017-02-20;jour;48;45.5873556770332;-73.5354993668105
Vol dans / sur véhicule à moteur;2017-02-20;nuit;48;45.5909218243511;-73.5194629584973
Introduction;2017-02-19;jour;3;45.4803076136513;-73.8648756999329
Méfait;2017-02-19;nuit;3;45.473284386271;-73.8745806194947
Introduction;2017-02-19;nuit;5;45.4418991316115;-73.7402414445107
Introduction;2017-02-19;soir;5;45.4790685422425;-73.7756451892927
Vols qualifiés;2017-02-19;jour;7;45.5122576971673;-73.691681480745
Méfait;2017-02-19;jour;8;45.4382450372642;-73.6675774890585
Méfait;2017-02-19;soir;8;45.4460083588601;-73.6837701968306
Vol dans / sur véhicule à moteur;2017-02-19;nuit;9;45.4797666167823;-73.6327214825902
Vol dans / sur véhicule à moteur;2017-02-19;jour;11;45.4758598677785;-73.60702267656
Vol de véhicule à moteur;2017-02-19;jour;11;45.4646896574475;-73.6454743191133
Introduction;2017-02-19;soir;12;45.4950745411398;-73.5814121067585
Introduction;2017-02-19;jour;12;45.4782264233565;-73.6018326295646
Méfait;2017-02-19;soir;13;45.4288784056748;-73.6020517721929
Vol de véhicule à moteur;2017-02-19;soir;13;45.4319505310553;-73.6213530325385
Introduction;2017-02-19;soir;15;45.4750737986447;-73.5632234762174
Méfait;2017-02-19;jour;15;45.4805948618672;-73.5560948365421
Introduction;2017-02-19;nuit;20;45.4960851695724;-73.5802741829227
Méfait;2017-02-19;nuit;20;45.5082062300908;-73.5801176811532
Vol dans / sur véhicule à moteur;2017-02-19;jour;20;45.5043141830737;-73.5655589386398
Vol dans / sur véhicule à moteur;2017-02-19;soir;20;45.4995915028209;-73.5720098205498
Vol dans / sur véhicule à moteur;2017-02-19;soir;20;45.4988845151784;-73.5858868870001
Vol dans / sur véhicule à moteur;2017-02-19;jour;20;45.5047344032779;-73.5683185997373
Vols qualifiés;2017-02-19;soir;20;45.4995915028209;-73.5720098205498
Introduction;2017-02-19;jour;21;45.5076671659914;-73.5624786983471
Vol dans / sur véhicule à moteur;2017-02-19;jour;21;45.5064886456848;-73.556366116911
Introduction;2017-02-19;jour;22;45.5201609408581;-73.5629537499784
Méfait;2017-02-19;jour;22;45.5185887661486;-73.5581327420577
Vol dans / sur véhicule à moteur;2017-02-19;soir;22;45.5209898983444;-73.5609334689426
Vols qualifiés;2017-02-19;nuit;22;45.5358834597816;-73.5548014805736
Introduction;2017-02-19;jour;23;45.549036543376;-73.542048103048
Vol dans / sur véhicule à moteur;2017-02-19;soir;23;45.5582936121359;-73.5487759745289
Introduction;2017-02-19;soir;24;45.5164970288368;-73.6275466390521
Méfait;2017-02-19;jour;26;45.491351035335;-73.630864094702
Méfait;2017-02-19;jour;26;45.4848528041604;-73.6281553453535
Introduction;2017-02-19;jour;31;45.5406870418642;-73.6131634283435
Vols qualifiés;2017-02-19;jour;35;45.539251347643;-73.6099890897087
Introduction;2017-02-19;soir;38;45.5300061488787;-73.5632785126596
Introduction;2017-02-19;soir;38;45.5224847027108;-73.5742980057381
Introduction;2017-02-19;jour;38;45.5257895229757;-73.5838319751214
Méfait;2017-02-19;jour;38;45.507665843781;-73.5716866993175
Méfait;2017-02-19;nuit;38;45.5139102242156;-73.5726124697495
Méfait;2017-02-19;soir;39;45.5888105223227;-73.6449024307735
Méfait;2017-02-19;soir;39;45.6040454264031;-73.6172488012613
Vol de véhicule à moteur;2017-02-19;jour;39;45.5869261952416;-73.6292225013936
Vols qualifiés;2017-02-19;nuit;39;45.5830754837229;-73.6505453132156
Introduction;2017-02-19;soir;42;45.5978686121198;-73.6107121432855
Introduction;2017-02-19;soir;44;45.5469686036846;-73.575585523
Introduction;2017-02-19;soir;44;45.5723825757498;-73.5711533949843
Vol dans / sur véhicule à moteur;2017-02-19;jour;44;45.5520871566787;-73.5840839265724
Introduction;2017-02-19;soir;45;45.6394642211626;-73.5690077389735
Méfait;2017-02-19;jour;46;45.6189853006976;-73.5760806706275
Introduction;2017-02-19;soir;48;45.5745699466545;-73.5520932638384
Introduction;2017-02-19;jour;48;45.5872211642848;-73.5404193831929
Introduction;2017-02-19;nuit;48;45.5800220801728;-73.5448353008633
Introduction;2017-02-19;jour;48;45.6032081361616;-73.5309121934262
Introduction;2017-02-19;nuit;48;45.5884828306812;-73.5604081018544
Vol de véhicule à moteur;2017-02-19;jour;48;45.6082950367374;-73.5303421819746
Méfait;2017-02-19;nuit;50;45.5232826778969;-73.5517459146884
Vols qualifiés;2017-02-19;soir;50;45.4923801233448;-73.6329011080788
Introduction;2017-02-18;jour;1;45.4652509358863;-73.8555927757251
Introduction;2017-02-18;soir;1;45.4304382507863;-73.8734178609044
Introduction;2017-02-18;jour;3;45.5059877923895;-73.821669495798
Vol dans / sur véhicule à moteur;2017-02-18;jour;3;45.483300280004;-73.867471830657
Méfait;2017-02-18;soir;4;45.4666152185527;-73.842000586264
Introduction;2017-02-18;jour;7;45.5144589308644;-73.7166616026579
Vol dans / sur véhicule à moteur;2017-02-18;soir;7;45.490240950234;-73.691815373559
Vol dans / sur véhicule à moteur;2017-02-18;soir;7;45.5048398719973;-73.6840894867522
Vol de véhicule à moteur;2017-02-18;jour;7;45.5074949155128;-73.6996758221049
Méfait;2017-02-18;nuit;8;45.439648455534;-73.696064819899
Méfait;2017-02-18;soir;12;45.4886761881957;-73.5838588314887
Méfait;2017-02-18;soir;12;45.4775484038746;-73.6002897225121
Introduction;2017-02-18;nuit;15;45.4784626324132;-73.5693631929156
Introduction;2017-02-18;jour;15;45.4795311176983;-73.5859509698567
Introduction;2017-02-18;jour;15;45.4778722206844;-73.5841653768521
Vol dans / sur véhicule à moteur;2017-02-18;soir;15;45.4881328255981;-73.5757984127738
Vols qualifiés;2017-02-18;soir;15;45.4797880941446;-73.5806090659224
Introduction;2017-02-18;jour;16;45.4678778212696;-73.5437124657924
Vol dans / sur véhicule à moteur;2017-02-18;soir;16;45.4555909259069;-73.5720085214664
Vol dans / sur véhicule à moteur;2017-02-18;soir;20;1;1
Introduction;2017-02-18;jour;21;45.5136269541166;-73.5574729541403
Vol dans / sur véhicule à moteur;2017-02-18;jour;21;45.5176577414383;-73.5589495666313
Vol dans / sur véhicule à moteur;2017-02-18;soir;21;45.5147850004716;-73.5615906675726
Vol dans / sur véhicule à moteur;2017-02-18;soir;21;45.5154191717837;-73.5613411574976
Vol dans / sur véhicule à moteur;2017-02-18;jour;21;45.5061990813526;-73.5556216666139
Introduction;2017-02-18;jour;22;45.5304277841432;-73.5551031925678
Vol dans / sur véhicule à moteur;2017-02-18;jour;22;45.5224860215731;-73.5488882401753
Introduction;2017-02-18;soir;23;45.5508415412323;-73.5431115022188
Méfait;2017-02-18;soir;23;45.5419849513136;-73.5376844692954
Méfait;2017-02-18;nuit;23;45.549036543376;-73.542048103048
Introduction;2017-02-18;soir;24;1;1
Introduction;2017-02-18;soir;27;45.5385263029316;-73.6438657303923
Méfait;2017-02-18;nuit;30;45.5792979266585;-73.6201038775127
Méfait;2017-02-18;jour;30;45.5792979266585;-73.6201038775127
Méfait;2017-02-18;jour;30;45.581250294155;-73.6202022252645
Introduction;2017-02-18;soir;31;45.5431953199895;-73.6288364424112
Vol dans / sur véhicule à moteur;2017-02-18;jour;31;45.5565348324029;-73.6123260871245
Vols qualifiés;2017-02-18;jour;33;45.530779987507;-73.6218257815405
Introduction;2017-02-18;jour;35;45.5313588341167;-73.6128023682526
Introduction;2017-02-18;nuit;35;45.5437523352034;-73.5960998609438
Méfait;2017-02-18;jour;35;45.5367342885316;-73.6025180697501
Méfait;2017-02-18;jour;35;45.5463481101997;-73.6035460564931
Introduction;2017-02-18;soir;38;45.5266828254712;-73.6044417066686
Méfait;2017-02-18;soir;38;45.5178926394375;-73.5785325115073
Vol dans / sur véhicule à moteur;2017-02-18;jour;38;45.5182344413444;-73.5703332830652
Introduction;2017-02-18;jour;39;45.6038150336657;-73.6260383714338
Méfait;2017-02-18;jour;39;45.6073263991964;-73.629784964445
Méfait;2017-02-18;soir;39;45.5865086138128;-73.6435913260494
Vol de véhicule à moteur;2017-02-18;soir;39;45.6010332717819;-73.6231002497328
Vol de véhicule à moteur;2017-02-18;nuit;39;45.621002294032;-73.6254959003676
Vol de véhicule à moteur;2017-02-18;jour;39;45.5914286456725;-73.6262685785555
Méfait;2017-02-18;jour;42;45.5803684005016;-73.5772610614888
Vol dans / sur véhicule à moteur;2017-02-18;jour;42;45.5692982090568;-73.5866832208819
Vol dans / sur véhicule à moteur;2017-02-18;soir;42;45.5899439763244;-73.6087233666382
Vol de véhicule à moteur;2017-02-18;soir;42;45.5824787426556;-73.6001319858669
Introduction;2017-02-18;jour;44;45.5793672998664;-73.5749282928432
Introduction;2017-02-18;nuit;44;45.5519427847109;-73.5591228757317
Introduction;2017-02-18;jour;44;45.5724214980853;-73.5663462175321
Vol dans / sur véhicule à moteur;2017-02-18;jour;44;45.5443092079573;-73.5613059141571
Introduction;2017-02-18;nuit;45;45.6456089812171;-73.5561297503226
Introduction;2017-02-18;soir;45;45.6494122022174;-73.5851170739181
Introduction;2017-02-18;soir;45;45.6494122022174;-73.5851170739181
Vol de véhicule à moteur;2017-02-18;jour;45;45.6400992866777;-73.5939648584902
Introduction;2017-02-18;soir;46;45.5992132647212;-73.5579331413385
Méfait;2017-02-18;jour;48;45.5879084349533;-73.5647740420876
Vol de véhicule à moteur;2017-02-18;soir;48;45.5777113614939;-73.5401856582582
Vol dans / sur véhicule à moteur;2017-02-18;jour;49;45.6317244234593;-73.5128185850404
Introduction;2017-02-17;soir;1;45.4237629600108;-73.8663407838001
Introduction;2017-02-17;soir;1;45.4175437813845;-73.8878364238701
Introduction;2017-02-17;soir;4;45.4888886035533;-73.832118159774
Vol dans / sur véhicule à moteur;2017-02-17;jour;4;45.4927856725502;-73.8341011516296
Méfait;2017-02-17;soir;5;45.4569607223654;-73.7860300731092
Méfait;2017-02-17;jour;7;45.5287307068204;-73.669025326276
Vol dans / sur véhicule à moteur;2017-02-17;nuit;7;45.5033429877097;-73.6746307062188
Vol dans / sur véhicule à moteur;2017-02-17;soir;7;45.5069641599163;-73.6750846176536
Vol de véhicule à moteur;2017-02-17;soir;7;45.5119545000346;-73.6617905184814
Vol de véhicule à moteur;2017-02-17;jour;7;45.5210823847467;-73.6752712059182
Introduction;2017-02-17;nuit;8;45.442016787062;-73.6635309364646
Vol dans / sur véhicule à moteur;2017-02-17;jour;8;45.4377260552282;-73.6887725458532
Vols qualifiés;2017-02-17;soir;8;45.4412376885454;-73.6874328948308
Introduction;2017-02-17;jour;10;45.5255049207981;-73.7127636043544
Vol dans / sur véhicule à moteur;2017-02-17;jour;10;45.5291339891887;-73.7109935949049
Introduction;2017-02-17;soir;11;45.4676766635188;-73.6068257459837
Introduction;2017-02-17;soir;11;45.4667982677948;-73.6438446496618
Vol dans / sur véhicule à moteur;2017-02-17;jour;11;45.4743110173822;-73.6088290125331
Introduction;2017-02-17;soir;12;45.4816201145656;-73.6003988832624
Vol de véhicule à moteur;2017-02-17;nuit;12;45.4816201145656;-73.6003988832624
Vol dans / sur véhicule à moteur;2017-02-17;jour;13;45.4371243821008;-73.6337187850118
Introduction;2017-02-17;soir;15;45.4655843045899;-73.5921815818733
Introduction;2017-02-17;nuit;15;45.4845938259836;-73.5782487796373
Introduction;2017-02-17;soir;16;45.448333754073;-73.5579780992911
Introduction;2017-02-17;jour;16;1;1
Vol dans / sur véhicule à moteur;2017-02-17;jour;20;45.4988068733144;-73.5795412287247
Vol dans / sur véhicule à moteur;2017-02-17;soir;20;45.4966795454747;-73.5787851389051
Introduction;2017-02-17;jour;21;45.5170098557722;-73.5575026242306
Vol dans / sur véhicule à moteur;2017-02-17;soir;21;45.5061990813526;-73.5556216666139
Vols qualifiés;2017-02-17;jour;21;45.5021612127641;-73.5596939051919
Méfait;2017-02-17;jour;22;45.5206716990562;-73.5640385773579
Méfait;2017-02-17;soir;22;45.5265551145995;-73.558796224139
Introduction;2017-02-17;soir;23;45.5559120679365;-73.5306825058299
Méfait;2017-02-17;nuit;23;45.5556852277892;-73.5352388129432
Vol dans / sur véhicule à moteur;2017-02-17;soir;24;1;1
Introduction;2017-02-17;jour;26;45.4943648013638;-73.6376199261421
Méfait;2017-02-17;jour;26;45.5045831457374;-73.6155143684885
Vol dans / sur véhicule à moteur;2017-02-17;jour;26;45.5003390443526;-73.6310165337758
Vol dans / sur véhicule à moteur;2017-02-17;jour;26;45.4896887930803;-73.6323433355375
Vols qualifiés;2017-02-17;soir;26;45.4931080012557;-73.6347867777973
Méfait;2017-02-17;jour;27;45.5382534967622;-73.6474177180609
Vol dans / sur véhicule à moteur;2017-02-17;jour;27;45.5435454962659;-73.647936991204
Vol dans / sur véhicule à moteur;2017-02-17;jour;27;45.5435454962659;-73.647936991204
Vol dans / sur véhicule à moteur;2017-02-17;soir;27;45.5730667996778;-73.6495766500309
Vol de véhicule à moteur;2017-02-17;jour;27;45.5531947518388;-73.6524336696857
Vol de véhicule à moteur;2017-02-17;jour;27;45.5454651747525;-73.6775976602973
Introduction;2017-02-17;soir;30;45.5726522413247;-73.6053664724421
Méfait;2017-02-17;jour;30;45.5751891735962;-73.628487318947
Méfait;2017-02-17;soir;31;45.5430923146272;-73.6361533355128
Vol dans / sur véhicule à moteur;2017-02-17;jour;31;1;1
Vol dans / sur véhicule à moteur;2017-02-17;soir;31;45.5547880440494;-73.6204384853716
Méfait;2017-02-17;jour;33;45.5320465694744;-73.6424874679745
Introduction;2017-02-17;soir;35;45.5304702507801;-73.6037868768033
Introduction;2017-02-17;soir;35;45.5392765614346;-73.6002184840467
Méfait;2017-02-17;jour;35;45.5432339898044;-73.6113087708636
Introduction;2017-02-17;jour;38;45.5385703157029;-73.5778684206118
Vol dans / sur véhicule à moteur;2017-02-17;soir;38;45.5123873930602;-73.5707814790809
Vol dans / sur véhicule à moteur;2017-02-17;soir;38;45.5123873930602;-73.5707814790809
Méfait;2017-02-17;jour;39;45.5917025634422;-73.630739422822
Méfait;2017-02-17;soir;42;45.5753461822233;-73.5882181651271
Vol dans / sur véhicule à moteur;2017-02-17;jour;42;45.5726819495777;-73.5861927415659
Vol dans / sur véhicule à moteur;2017-02-17;nuit;42;45.5936421024127;-73.5736537305852
Vols qualifiés;2017-02-17;nuit;42;45.5843383355115;-73.5712389794584
Introduction;2017-02-17;nuit;44;45.5541477929758;-73.5647523451796
Vol dans / sur véhicule à moteur;2017-02-17;soir;44;45.5508907240889;-73.5704371046866
Méfait;2017-02-17;jour;45;45.6608834815923;-73.5531458720836
Vol dans / sur véhicule à moteur;2017-02-17;jour;45;45.6401632905868;-73.5856194102952
Vol de véhicule à moteur;2017-02-17;nuit;45;1;1
Introduction;2017-02-17;jour;48;45.5798429294059;-73.5534216324939
Vol de véhicule à moteur;2017-02-17;nuit;48;45.5731649769409;-73.5333776490304
Introduction;2017-02-17;jour;49;45.6628335519594;-73.5073724283192
Vols qualifiés;2017-02-17;soir;50;45.4956760724584;-73.5789769258355
Vols qualifiés;2017-02-17;soir;50;45.5153162602069;-73.5611000342012
Introduction;2017-02-16;jour;4;45.4729488480916;-73.8363790211576
Vol dans / sur véhicule à moteur;2017-02-16;jour;4;45.4880878094247;-73.8080075130693
Vol dans / sur véhicule à moteur;2017-02-16;soir;4;45.4941272938776;-73.8346558748762
Introduction;2017-02-16;soir;7;45.5181777139058;-73.6621690830062
Vol dans / sur véhicule à moteur;2017-02-16;jour;7;45.4982171963066;-73.6796641550243
Vol dans / sur véhicule à moteur;2017-02-16;soir;7;45.4974710878621;-73.6806871203493
Méfait;2017-02-16;jour;8;45.4382220027203;-73.6571431768021
Vol dans / sur véhicule à moteur;2017-02-16;nuit;10;45.5333202047901;-73.6571728134822
Vol de véhicule à moteur;2017-02-16;soir;10;45.5312235810446;-73.7217841374897
Introduction;2017-02-16;soir;11;1;1
Introduction;2017-02-16;soir;11;45.4834808874444;-73.6160080564103
Vol dans / sur véhicule à moteur;2017-02-16;jour;11;45.4711281902104;-73.635130680054
Vols qualifiés;2017-02-16;soir;11;45.4604206659072;-73.6260852012385
Introduction;2017-02-16;soir;12;45.477924878346;-73.6068632974921
Introduction;2017-02-16;jour;13;45.4356301440588;-73.6416431442661
Vol dans / sur véhicule à moteur;2017-02-16;soir;15;45.4754816369678;-73.5901962887077
Vol de véhicule à moteur;2017-02-16;jour;16;1;1
Méfait;2017-02-16;soir;20;45.4966795454747;-73.5787851389051
Méfait;2017-02-16;nuit;20;45.4965883311579;-73.5700365977447
Vol dans / sur véhicule à moteur;2017-02-16;jour;20;45.4994908917478;-73.5809724367381
Vol dans / sur véhicule à moteur;2017-02-16;jour;20;45.5002049622656;-73.5856730658368
Méfait;2017-02-16;soir;22;45.5352296308815;-73.561596912704
Introduction;2017-02-16;jour;23;45.5411922893292;-73.5425889992796
Introduction;2017-02-16;soir;23;45.5472974385137;-73.5440798015942
Introduction;2017-02-16;nuit;23;45.5559042187588;-73.5503518562359
Introduction;2017-02-16;soir;23;45.5450369688655;-73.5455256467244
Introduction;2017-02-16;jour;23;45.5579053688603;-73.5448014024723
Vol dans / sur véhicule à moteur;2017-02-16;soir;26;45.4971983025935;-73.6581911440692
Vol dans / sur véhicule à moteur;2017-02-16;soir;27;45.5435454962659;-73.647936991204
Vol dans / sur véhicule à moteur;2017-02-16;nuit;27;45.576884294964;-73.64634988501
Introduction;2017-02-16;soir;30;45.5674050412366;-73.638013155544
Introduction;2017-02-16;jour;30;45.5730426164591;-73.6304005362192
Méfait;2017-02-16;soir;30;45.5631697215661;-73.6101186732584
Vols qualifiés;2017-02-16;soir;30;45.5624201767414;-73.6074268088086
Introduction;2017-02-16;jour;31;45.5445934493822;-73.6216811327039
Introduction;2017-02-16;soir;31;45.542274378389;-73.6185691177004
Introduction;2017-02-16;jour;31;45.5425939247813;-73.6222015254794
Vol dans / sur véhicule à moteur;2017-02-16;soir;31;1;1
Méfait;2017-02-16;nuit;33;45.5296697193112;-73.6197513750637
Méfait;2017-02-16;soir;35;45.5368256162658;-73.5905680239314
Introduction;2017-02-16;jour;38;45.5369107154046;-73.5707922646137
Introduction;2017-02-16;jour;38;45.5291943951979;-73.590758656801
Vol dans / sur véhicule à moteur;2017-02-16;soir;38;45.5260551422493;-73.5836044980505
Introduction;2017-02-16;soir;39;45.616991309931;-73.6234537104021
Vol dans / sur véhicule à moteur;2017-02-16;jour;39;45.6136453152643;-73.6310657444462
Vol de véhicule à moteur;2017-02-16;soir;39;45.5815826602858;-73.6318848351625
Vol dans / sur véhicule à moteur;2017-02-16;jour;42;45.5718341315809;-73.5987494312038
Vol de véhicule à moteur;2017-02-16;soir;42;45.5997139400865;-73.5784204441228
Introduction;2017-02-16;soir;44;45.5654540032225;-73.5724218629751
Méfait;2017-02-16;soir;44;45.551158008409;-73.5612464405343
Vol de véhicule à moteur;2017-02-16;jour;44;45.5542188960372;-73.5748709912894
Vol de véhicule à moteur;2017-02-16;nuit;44;45.5550661954623;-73.5862803271801
Méfait;2017-02-16;jour;45;45.6421980073237;-73.5931018863815
Vol dans / sur véhicule à moteur;2017-02-16;soir;45;45.633394435957;-73.5868570905303
Vol dans / sur véhicule à moteur;2017-02-16;soir;45;45.6169342164969;-73.5939804124454
Méfait;2017-02-16;soir;46;45.5934557091152;-73.5511979648793
Vols qualifiés;2017-02-16;jour;46;45.602268203894;-73.5384675707544
Méfait;2017-02-16;jour;48;45.5798972218491;-73.5558189658354
Vol dans / sur véhicule à moteur;2017-02-16;jour;48;45.60963452663;-73.5224820539295
Vol de véhicule à moteur;2017-02-16;soir;48;45.6077611390514;-73.5283601381098
Vols qualifiés;2017-02-16;jour;48;45.5953156265659;-73.5356480823997
Introduction;2017-02-15;jour;1;45.432032807076;-73.9282435493831
Vol dans / sur véhicule à moteur;2017-02-15;soir;3;45.5040817393347;-73.781789863246
Vol de véhicule à moteur;2017-02-15;jour;3;45.4971185401039;-73.8641276683413
Méfait;2017-02-15;nuit;7;45.5135860748008;-73.6756850955832
Vol dans / sur véhicule à moteur;2017-02-15;jour;7;45.503054469445;-73.6996918725314
Vol de véhicule à moteur;2017-02-15;soir;7;45.5175127019695;-73.6965874123197
Vol de véhicule à moteur;2017-02-15;soir;7;45.4925997586742;-73.7014739236836
Méfait;2017-02-15;jour;8;45.4419685465199;-73.6718723279564
Vols qualifiés;2017-02-15;jour;8;45.442645773467;-73.6875454194309
Vol dans / sur véhicule à moteur;2017-02-15;jour;9;45.4760679027638;-73.6613490904741
Vols qualifiés;2017-02-15;soir;10;1;1
Vols qualifiés;2017-02-15;soir;12;45.489271000485;-73.5845471822104
Introduction;2017-02-15;nuit;15;45.4806210869238;-73.5658180354856
Introduction;2017-02-15;jour;15;45.4815799177329;-73.5693179233771
Introduction;2017-02-15;soir;16;45.4546792077595;-73.5764243935192
Vols qualifiés;2017-02-15;jour;16;45.4619063577803;-73.5671086623067
Introduction;2017-02-15;soir;21;45.5137280649446;-73.5604619505878
Méfait;2017-02-15;jour;21;45.5117162550612;-73.5622018412409
Vol dans / sur véhicule à moteur;2017-02-15;soir;21;45.5064886456848;-73.556366116911
Vol dans / sur véhicule à moteur;2017-02-15;jour;22;45.5333284388508;-73.5574625842307
Vol dans / sur véhicule à moteur;2017-02-15;jour;22;45.5343484339636;-73.5597052353283
Vol dans / sur véhicule à moteur;2017-02-15;jour;22;45.5302772556124;-73.5498001553783
Introduction;2017-02-15;soir;23;45.5453306687705;-73.5487684638403
Vol dans / sur véhicule à moteur;2017-02-15;jour;23;45.5559042187588;-73.5503518562359
Vol dans / sur véhicule à moteur;2017-02-15;soir;23;45.5485059246427;-73.5354535672306
Méfait;2017-02-15;jour;26;45.5013835916243;-73.6407008906796
Vol dans / sur véhicule à moteur;2017-02-15;nuit;26;45.5105135415027;-73.6253361507698
Vol dans / sur véhicule à moteur;2017-02-15;jour;26;45.5122578093411;-73.626831140947
Introduction;2017-02-15;nuit;27;45.5618636981635;-73.6569426770005
Vol dans / sur véhicule à moteur;2017-02-15;soir;27;45.5613001310094;-73.6608445405287
Vol de véhicule à moteur;2017-02-15;jour;30;45.5574826009074;-73.6050729986792
Méfait;2017-02-15;soir;31;45.5550183321526;-73.6174176620704
Introduction;2017-02-15;soir;35;45.539251347643;-73.6099890897087
Vol dans / sur véhicule à moteur;2017-02-15;jour;35;45.5396817992039;-73.5967792159568
Vol dans / sur véhicule à moteur;2017-02-15;soir;35;45.5385632141062;-73.6106422813294
Vol dans / sur véhicule à moteur;2017-02-15;soir;35;45.5356417084283;-73.5990780713177
Méfait;2017-02-15;jour;38;45.5397295242329;-73.5815788371276
Vol dans / sur véhicule à moteur;2017-02-15;soir;38;45.5181826263888;-73.5880419857779
Vol dans / sur véhicule à moteur;2017-02-15;jour;38;45.5190539996483;-73.584047165852
Vol de véhicule à moteur;2017-02-15;jour;38;45.5373929773265;-73.563012874097
Vols qualifiés;2017-02-15;soir;38;45.5233737253592;-73.5834238446641
Introduction;2017-02-15;nuit;39;1;1
Méfait;2017-02-15;nuit;39;45.6166622203196;-73.6291559304167
Vol de véhicule à moteur;2017-02-15;nuit;42;1;1
Vol de véhicule à moteur;2017-02-15;jour;42;45.599461031278;-73.593074275796
Vols qualifiés;2017-02-15;nuit;42;45.583498675339;-73.615863593753
Vol de véhicule à moteur;2017-02-15;jour;44;45.5677889582961;-73.5799942610479
Méfait;2017-02-15;jour;45;45.6598482418594;-73.5423821330895
Vol de véhicule à moteur;2017-02-15;jour;45;45.6278104792148;-73.6011373177081
Introduction;2017-02-15;jour;46;45.599165568946;-73.5725338617322
Vol dans / sur véhicule à moteur;2017-02-15;soir;46;45.6059091546152;-73.5641544902676
Introduction;2017-02-15;jour;48;45.6039770388569;-73.5256388990639
Vol de véhicule à moteur;2017-02-15;nuit;48;45.6017452386276;-73.5319703526446
Vol de véhicule à moteur;2017-02-15;soir;48;45.5851323065507;-73.5503039714321
Vol dans / sur véhicule à moteur;2017-02-15;soir;49;45.6905203915855;-73.4890480917629
Vol de véhicule à moteur;2017-02-15;jour;49;45.6405939224807;-73.4944366986054
Vol de véhicule à moteur;2017-02-15;soir;49;1;1
Vol de véhicule à moteur;2017-02-15;jour;49;45.691855379334;-73.4886567259306
Introduction;2017-02-14;soir;1;45.432032807076;-73.9282435493831
Introduction;2017-02-14;jour;1;45.433296062494;-73.9071414423148
Vol dans / sur véhicule à moteur;2017-02-14;soir;3;45.5040817393347;-73.781789863246
Vol dans / sur véhicule à moteur;2017-02-14;soir;4;45.4852014018311;-73.8036039880152
Vol dans / sur véhicule à moteur;2017-02-14;jour;4;45.4806192687716;-73.8027726956401
Vol dans / sur véhicule à moteur;2017-02-14;soir;5;45.4437936711129;-73.7408658383188
Vol dans / sur véhicule à moteur;2017-02-14;soir;5;45.4437936711129;-73.7408658383188
Vol dans / sur véhicule à moteur;2017-02-14;jour;5;45.4389443329944;-73.7451146552218
Vol de véhicule à moteur;2017-02-14;jour;7;45.4865551264392;-73.690202711976
Vol de véhicule à moteur;2017-02-14;soir;7;45.4807162777385;-73.6980490143724
Méfait;2017-02-14;jour;8;45.4400938227236;-73.6738742651791
Introduction;2017-02-14;jour;9;45.4777091791751;-73.6607038490793
Introduction;2017-02-14;jour;9;45.4777091791751;-73.6607038490793
Introduction;2017-02-14;jour;9;45.4583874803218;-73.6596171239586
Introduction;2017-02-14;jour;10;45.5338438573163;-73.6589477416099
Méfait;2017-02-14;nuit;10;45.5259808006949;-73.7247001930768
Vol dans / sur véhicule à moteur;2017-02-14;jour;11;45.4761034634651;-73.6199581382161
Vol dans / sur véhicule à moteur;2017-02-14;soir;12;45.4847811387189;-73.592012274598
Vol de véhicule à moteur;2017-02-14;jour;12;45.491213234611;-73.5912710946207
Introduction;2017-02-14;soir;13;45.4285814630543;-73.6326930145589
Méfait;2017-02-14;jour;15;1;1
Vol dans / sur véhicule à moteur;2017-02-14;soir;15;45.4838114588467;-73.5703866467862
Introduction;2017-02-14;soir;16;45.4496869423719;-73.5503481846108
Méfait;2017-02-14;jour;16;45.4374018486692;-73.5831514071667
Introduction;2017-02-14;jour;20;45.4917544606211;-73.558322179388
Vol dans / sur véhicule à moteur;2017-02-14;jour;20;45.5023759576768;-73.5946377948782
Vol dans / sur véhicule à moteur;2017-02-14;jour;20;45.500011818806;-73.5729192723381
