CATEGORIE;DATE;QUART;PDQ;LAT;LONG
Vol de véhicule à moteur;2017-11-28;jour;1;45.4278309830806;-73.9204211292702
Vol de véhicule à moteur;2017-11-28;soir;1;45.4559163707289;-73.8433779135843
Introduction;2017-11-28;soir;4;45.4875220117924;-73.788633768234
Vol dans / sur véhicule à moteur;2017-11-28;jour;4;45.4852014018311;-73.8036039880152
Vol dans / sur véhicule à moteur;2017-11-28;jour;4;45.4860241832887;-73.837553206404
Méfait;2017-11-28;jour;5;45.4487946260758;-73.8034465290308
Vol dans / sur véhicule à moteur;2017-11-28;jour;5;45.4591339148789;-73.8231314413252
Vol de véhicule à moteur;2017-11-28;nuit;5;45.4625335825946;-73.8253383108727
Introduction;2017-11-28;jour;7;45.5274079471763;-73.66984782848
Introduction;2017-11-28;soir;7;45.4999124036527;-73.6789470929352
Introduction;2017-11-28;jour;7;45.5283965303705;-73.6678436331276
Vol dans / sur véhicule à moteur;2017-11-28;soir;7;45.483484311227;-73.6948639733438
Vol de véhicule à moteur;2017-11-28;jour;7;45.4865551264392;-73.690202711976
Vol dans / sur véhicule à moteur;2017-11-28;jour;8;45.4362856961931;-73.6779302684857
Introduction;2017-11-28;jour;10;45.5265999517393;-73.7016066121716
Vol dans / sur véhicule à moteur;2017-11-28;soir;10;45.5355870126223;-73.6657367527613
Vol de véhicule à moteur;2017-11-28;soir;11;45.4616831626187;-73.6242800721778
Introduction;2017-11-28;soir;13;45.4352819399007;-73.6151237372644
Vol dans / sur véhicule à moteur;2017-11-28;jour;13;45.4289140810396;-73.6119961132607
Vol dans / sur véhicule à moteur;2017-11-28;jour;16;45.4672016098122;-73.5677187899897
Vols qualifiés;2017-11-28;soir;16;45.4555909259069;-73.5720085214664
Introduction;2017-11-28;soir;24;45.5190255346545;-73.6162574241884
Introduction;2017-11-28;jour;26;45.5008496043065;-73.6197460418506
Méfait;2017-11-28;soir;26;45.4968260752816;-73.6368392886426
Vol dans / sur véhicule à moteur;2017-11-28;jour;26;45.4997751153198;-73.6434621110873
Vol dans / sur véhicule à moteur;2017-11-28;soir;26;45.498781782459;-73.6561853141742
Vol de véhicule à moteur;2017-11-28;jour;26;45.495787614436;-73.6558230017317
Vols qualifiés;2017-11-28;jour;26;45.504402685175;-73.6405010637209
Vol de véhicule à moteur;2017-11-28;nuit;27;45.5466085573573;-73.6768748541068
Introduction;2017-11-28;soir;30;45.5761590787999;-73.6097020049327
Introduction;2017-11-28;soir;30;1;1
Méfait;2017-11-28;jour;30;45.5811352129238;-73.6221964037914
Méfait;2017-11-28;nuit;33;45.529488029929;-73.6176236536362
Introduction;2017-11-28;soir;35;45.5409040361149;-73.6084429158455
Introduction;2017-11-28;jour;35;45.5327062184826;-73.5955524886681
Vol dans / sur véhicule à moteur;2017-11-28;soir;35;45.5324517359627;-73.6113687358732
Vol de véhicule à moteur;2017-11-28;jour;35;45.5502774844705;-73.6000649555655
Introduction;2017-11-28;jour;38;45.5312955834172;-73.5914446517787
Introduction;2017-11-28;soir;38;45.5248691113206;-73.5753495104872
Introduction;2017-11-28;soir;38;45.5248691113206;-73.5753495104872
Vol dans / sur véhicule à moteur;2017-11-28;jour;38;45.5321620409728;-73.567954133423
Vol dans / sur véhicule à moteur;2017-11-28;jour;38;45.5247765245145;-73.5847278285739
Méfait;2017-11-28;jour;39;45.590032619214;-73.6352576898834
Méfait;2017-11-28;soir;39;45.585114792623;-73.6464147259826
Vol dans / sur véhicule à moteur;2017-11-28;jour;39;45.590032619214;-73.6352576898834
Vol dans / sur véhicule à moteur;2017-11-28;jour;39;45.5913761869701;-73.6366667458455
Vol dans / sur véhicule à moteur;2017-11-28;jour;39;45.5838076986836;-73.6374340870143
Vol dans / sur véhicule à moteur;2017-11-28;soir;39;45.6112969268761;-73.6087084850479
Vol dans / sur véhicule à moteur;2017-11-28;jour;39;45.5884785661565;-73.636809096373
Vol dans / sur véhicule à moteur;2017-11-28;jour;39;45.6172687372105;-73.6276759510974
Vol dans / sur véhicule à moteur;2017-11-28;jour;39;45.5884785661565;-73.636809096373
Vol dans / sur véhicule à moteur;2017-11-28;jour;39;45.5884785661565;-73.636809096373
Vol dans / sur véhicule à moteur;2017-11-28;nuit;39;45.5955617403924;-73.6392744620934
Vol de véhicule à moteur;2017-11-28;nuit;39;45.5913761869701;-73.6366667458455
Vol de véhicule à moteur;2017-11-28;jour;39;45.5909978193226;-73.6407342673148
Introduction;2017-11-28;soir;42;45.5794236108515;-73.5836046418238
Vol de véhicule à moteur;2017-11-28;nuit;42;45.6045109129808;-73.5894519862791
Vol de véhicule à moteur;2017-11-28;nuit;42;45.5970751289091;-73.5934593805239
Introduction;2017-11-28;soir;44;45.5461327465055;-73.5614802043937
Introduction;2017-11-28;soir;44;45.5522203416446;-73.5615372278812
Introduction;2017-11-28;nuit;44;45.5701141224778;-73.5592912332675
Méfait;2017-11-28;nuit;44;45.5464194782582;-73.5759254370017
Méfait;2017-11-28;soir;44;45.5700507274979;-73.5731837027988
Méfait;2017-11-28;jour;44;45.5620899602725;-73.5753810079372
Vol dans / sur véhicule à moteur;2017-11-28;soir;44;45.5614445713995;-73.5732948749726
Vol dans / sur véhicule à moteur;2017-11-28;jour;44;45.5620899602725;-73.5753810079372
Vol dans / sur véhicule à moteur;2017-11-28;nuit;44;45.5626361967897;-73.5796489669233
Vol dans / sur véhicule à moteur;2017-11-28;jour;44;45.5625350370873;-73.5723171181388
Vol dans / sur véhicule à moteur;2017-11-28;soir;44;45.5626361967897;-73.5796489669233
Vol de véhicule à moteur;2017-11-28;nuit;44;45.5512718810106;-73.5944016834575
Méfait;2017-11-28;soir;45;45.6271875839946;-73.5956327675207
Vol dans / sur véhicule à moteur;2017-11-28;nuit;45;45.626508430743;-73.582849753439
Vol de véhicule à moteur;2017-11-28;nuit;45;45.6332141530826;-73.5963122853226
Vol de véhicule à moteur;2017-11-28;nuit;45;45.6518905142176;-73.5734729470788
Vol dans / sur véhicule à moteur;2017-11-28;soir;46;45.595456624039;-73.5479155714463
Vol de véhicule à moteur;2017-11-28;jour;46;45.6155772428648;-73.5594167756585
Vol de véhicule à moteur;2017-11-28;soir;46;45.5980831397673;-73.5656905031644
Introduction;2017-11-28;jour;48;45.5916340608064;-73.5280181020544
Introduction;2017-11-28;jour;48;45.5784532806812;-73.5587447798631
Méfait;2017-11-28;soir;48;45.6106192183123;-73.5395160874754
Méfait;2017-11-28;jour;48;45.6021241815491;-73.5219012605533
Vol dans / sur véhicule à moteur;2017-11-28;soir;48;45.6092097860774;-73.5202451894733
Vol de véhicule à moteur;2017-11-28;soir;48;45.5898905456755;-73.5390186091298
Méfait;2017-11-28;jour;49;45.6514250821125;-73.5023489074949
Vol dans / sur véhicule à moteur;2017-11-28;jour;49;45.6516227649881;-73.5174150274944
Vols qualifiés;2017-11-28;soir;49;45.6840183935031;-73.4999614353984
Méfait;2017-11-27;jour;1;45.433296062494;-73.9071414423148
Introduction;2017-11-27;soir;3;45.4779252475824;-73.8736033322657
Introduction;2017-11-27;soir;3;45.5091503981857;-73.8188510508211
Méfait;2017-11-27;jour;4;45.4852014018311;-73.8036039880152
Vol dans / sur véhicule à moteur;2017-11-27;soir;4;45.4861916586732;-73.8343142529866
Introduction;2017-11-27;nuit;5;45.4817518990704;-73.7786067691247
Vol dans / sur véhicule à moteur;2017-11-27;soir;5;45.4625627564722;-73.8292167425863
Vol de véhicule à moteur;2017-11-27;nuit;5;45.4817518990704;-73.7786067691247
Vol de véhicule à moteur;2017-11-27;nuit;5;45.4817518990704;-73.7786067691247
Introduction;2017-11-27;nuit;7;1;1
Introduction;2017-11-27;soir;7;45.5283965303705;-73.6678436331276
Méfait;2017-11-27;jour;7;45.5114476525599;-73.6822572472918
Vol dans / sur véhicule à moteur;2017-11-27;jour;7;45.4993986958277;-73.7677030729579
Vol dans / sur véhicule à moteur;2017-11-27;soir;7;45.483484311227;-73.6948639733438
Vol dans / sur véhicule à moteur;2017-11-27;soir;7;45.483484311227;-73.6948639733438
Vol de véhicule à moteur;2017-11-27;jour;7;45.5278192839739;-73.6711545294818
Vol de véhicule à moteur;2017-11-27;nuit;7;45.4807162777385;-73.6980490143724
Vol de véhicule à moteur;2017-11-27;jour;7;45.5305160376534;-73.6697897110287
Vol de véhicule à moteur;2017-11-27;jour;7;45.5102991321116;-73.6885542604531
Vol dans / sur véhicule à moteur;2017-11-27;jour;8;45.4368465367458;-73.7005997621155
Vol de véhicule à moteur;2017-11-27;nuit;8;45.4418877949867;-73.6915239210312
Introduction;2017-11-27;jour;10;45.5355870126223;-73.6657367527613
Introduction;2017-11-27;soir;12;45.486669145962;-73.6119075465707
Introduction;2017-11-27;nuit;12;45.4891052680889;-73.5847399994276
Vol dans / sur véhicule à moteur;2017-11-27;jour;13;45.431026120707;-73.635206065688
Vol de véhicule à moteur;2017-11-27;nuit;13;45.4312761087437;-73.6291328122605
Introduction;2017-11-27;jour;15;45.4712228975056;-73.5876691490882
Vols qualifiés;2017-11-27;jour;15;45.4795612389857;-73.5759622696371
Vols qualifiés;2017-11-27;jour;15;45.4795612389857;-73.5759622696371
Méfait;2017-11-27;jour;16;45.4485102737685;-73.5701182370363
Vol dans / sur véhicule à moteur;2017-11-27;soir;20;45.4952674694978;-73.5897797315439
Vol dans / sur véhicule à moteur;2017-11-27;soir;20;45.5009490572009;-73.5726830764963
Vol dans / sur véhicule à moteur;2017-11-27;jour;20;45.495417212549;-73.5629867062433
Introduction;2017-11-27;nuit;21;45.5093120172975;-73.5626050551937
Méfait;2017-11-27;nuit;21;45.5105872503339;-73.5653296195101
Vol dans / sur véhicule à moteur;2017-11-27;jour;21;45.5093358656165;-73.5612559314997
Vol dans / sur véhicule à moteur;2017-11-27;soir;21;45.5099030636964;-73.5674369580398
Vol dans / sur véhicule à moteur;2017-11-27;soir;21;45.5131374650996;-73.5592039215945
Introduction;2017-11-27;jour;22;45.5372013388501;-73.5503146489122
Introduction;2017-11-27;soir;22;45.5268170342693;-73.5504934636511
Introduction;2017-11-27;jour;22;45.5153296062562;-73.5523836863075
Méfait;2017-11-27;soir;22;45.5293652251266;-73.5634813412729
Méfait;2017-11-27;soir;22;45.5173065281741;-73.5539530208459
Vol dans / sur véhicule à moteur;2017-11-27;nuit;22;45.531365708657;-73.5506205190793
Vol dans / sur véhicule à moteur;2017-11-27;jour;22;45.5317481647737;-73.5566618464057
Introduction;2017-11-27;nuit;23;45.5448725266592;-73.5449729717175
Introduction;2017-11-27;nuit;23;45.5395981655107;-73.5483309472767
Introduction;2017-11-27;nuit;23;45.5448725266592;-73.5449729717175
Introduction;2017-11-27;nuit;23;45.5395981655107;-73.5483309472767
Introduction;2017-11-27;jour;23;45.5384463610931;-73.5416699772948
Introduction;2017-11-27;nuit;24;45.5133832816756;-73.6045228353255
Introduction;2017-11-27;nuit;24;1;1
Introduction;2017-11-27;soir;26;45.5032220404749;-73.6188936737863
Introduction;2017-11-27;nuit;26;45.4999986381817;-73.6540136246926
Introduction;2017-11-27;soir;26;45.4999986381817;-73.6540136246926
Méfait;2017-11-27;jour;26;45.4953928591904;-73.6272795186648
Méfait;2017-11-27;jour;26;45.5044715600567;-73.619025450023
Introduction;2017-11-27;jour;27;45.5614099538519;-73.6499923672661
Méfait;2017-11-27;nuit;27;45.5724058539775;-73.6422219947546
Méfait;2017-11-27;jour;27;45.5423443433996;-73.6522491425659
Méfait;2017-11-27;jour;27;45.5495819819788;-73.6444229299485
Méfait;2017-11-27;soir;27;45.5462452279245;-73.6735086017908
Vol de véhicule à moteur;2017-11-27;nuit;27;45.5532777750667;-73.6276254961418
Vol de véhicule à moteur;2017-11-27;nuit;30;45.578996062304;-73.6194238978076
Introduction;2017-11-27;jour;31;45.5454424859372;-73.6141443559303
Vol de véhicule à moteur;2017-11-27;nuit;31;45.5382838768399;-73.624467518628
Vol de véhicule à moteur;2017-11-27;nuit;33;45.5337328852869;-73.6415096329884
Introduction;2017-11-27;jour;35;45.5346376625114;-73.6183370951375
Méfait;2017-11-27;jour;35;45.5305534249745;-73.5975349915923
Introduction;2017-11-27;jour;38;45.5133385750919;-73.5730046477873
Introduction;2017-11-27;jour;38;45.5102070012339;-73.5711344072831
Méfait;2017-11-27;jour;38;45.5322631048345;-73.5643757794377
Vols qualifiés;2017-11-27;jour;38;45.5249764824547;-73.5820090975324
Vol dans / sur véhicule à moteur;2017-11-27;jour;39;45.5968977360652;-73.6309881298769
Vol dans / sur véhicule à moteur;2017-11-27;soir;39;45.6120086619436;-73.6169099223034
Vol de véhicule à moteur;2017-11-27;jour;39;45.6121575112881;-73.605794829957
Vol de véhicule à moteur;2017-11-27;jour;39;45.5904218660611;-73.6293699011328
Vol de véhicule à moteur;2017-11-27;soir;39;45.587631534266;-73.6414815877383
Introduction;2017-11-27;soir;42;45.5776689347925;-73.6083516862687
Introduction;2017-11-27;jour;44;45.5541262509548;-73.5600576236889
Méfait;2017-11-27;nuit;44;45.5541262509548;-73.5600576236889
Méfait;2017-11-27;nuit;44;45.5541262509548;-73.5600576236889
Vol dans / sur véhicule à moteur;2017-11-27;jour;44;45.5537686802155;-73.5873909397218
Vol dans / sur véhicule à moteur;2017-11-27;nuit;44;45.5443092079573;-73.5613059141571
Vol dans / sur véhicule à moteur;2017-11-27;soir;44;45.5456195339977;-73.5666367582465
Vol de véhicule à moteur;2017-11-27;soir;44;45.5755603525276;-73.5637416452018
Vol de véhicule à moteur;2017-11-27;nuit;44;45.5637464004082;-73.57392230763
Vol de véhicule à moteur;2017-11-27;nuit;44;45.545661559081;-73.5627550887723
Vol dans / sur véhicule à moteur;2017-11-27;jour;45;45.6450847042184;-73.5774554526608
Vol dans / sur véhicule à moteur;2017-11-27;jour;45;45.6552824614424;-73.5744771497755
Vol dans / sur véhicule à moteur;2017-11-27;jour;46;45.6028991600904;-73.5557184121617
Vol de véhicule à moteur;2017-11-27;jour;46;45.6160157321684;-73.5692368058392
Vol de véhicule à moteur;2017-11-27;soir;46;45.5980831397673;-73.5656905031644
Introduction;2017-11-27;jour;48;45.5719859588966;-73.5341828508029
Introduction;2017-11-27;jour;48;45.5795706485442;-73.5194634827489
Méfait;2017-11-27;jour;48;45.5976175720073;-73.5120462210728
Vol dans / sur véhicule à moteur;2017-11-27;nuit;48;45.5784897063599;-73.5401862134671
Vol dans / sur véhicule à moteur;2017-11-27;jour;48;45.5802403860074;-73.543253384408
Méfait;2017-11-27;jour;49;45.6387487380331;-73.4984061559108
Méfait;2017-11-27;jour;50;45.4898828851075;-73.5862794651236
Introduction;2017-11-26;jour;1;45.4499337947431;-73.8443959385637
Introduction;2017-11-26;nuit;1;45.436939632659;-73.9258531421373
Introduction;2017-11-26;soir;1;45.4154619404744;-73.8887692504298
Introduction;2017-11-26;soir;1;45.4154258517888;-73.9043478524009
Introduction;2017-11-26;soir;3;45.4832558416777;-73.8530300793564
Introduction;2017-11-26;soir;3;45.4779252475824;-73.8736033322657
Introduction;2017-11-26;jour;7;45.527372584567;-73.6697381363326
Introduction;2017-11-26;jour;7;45.4893935770472;-73.6931225481092
Vol dans / sur véhicule à moteur;2017-11-26;soir;7;45.4807162777385;-73.6980490143724
Vol de véhicule à moteur;2017-11-26;soir;7;45.5312725210475;-73.6738792681034
Introduction;2017-11-26;soir;10;45.5379432842872;-73.69190768645
Méfait;2017-11-26;soir;10;45.5411135881042;-73.7045667843537
Introduction;2017-11-26;soir;11;45.4730325223321;-73.6059969451514
Introduction;2017-11-26;soir;11;45.4649929010361;-73.6345780322892
Introduction;2017-11-26;soir;11;45.4646757848119;-73.6337741355335
Introduction;2017-11-26;soir;11;45.4649929010361;-73.6345780322892
Méfait;2017-11-26;jour;12;45.4938211057063;-73.5792584633433
Vol dans / sur véhicule à moteur;2017-11-26;soir;12;45.4917133038211;-73.5935203561444
Vol dans / sur véhicule à moteur;2017-11-26;jour;13;45.431026120707;-73.635206065688
Vol de véhicule à moteur;2017-11-26;nuit;13;45.4190025859837;-73.6246278960079
Introduction;2017-11-26;soir;15;45.4731532170476;-73.5896492514328
Vol dans / sur véhicule à moteur;2017-11-26;jour;15;45.4596191795248;-73.5974351982936
Vol de véhicule à moteur;2017-11-26;jour;15;45.4554454918629;-73.5885628205069
Introduction;2017-11-26;jour;16;45.4586145915398;-73.5717406567369
Introduction;2017-11-26;jour;16;45.4582428313469;-73.5761007498615
Méfait;2017-11-26;jour;16;45.4582428313469;-73.5761007498615
Méfait;2017-11-26;jour;20;45.5002049622656;-73.5856730658368
Vol dans / sur véhicule à moteur;2017-11-26;jour;21;45.5057878820186;-73.5544603018159
Vol dans / sur véhicule à moteur;2017-11-26;soir;21;45.5057878820186;-73.5544603018159
Vol dans / sur véhicule à moteur;2017-11-26;jour;21;45.5149507627909;-73.5543134493831
Vol dans / sur véhicule à moteur;2017-11-26;nuit;21;45.5053616716024;-73.5531998136427
Vol dans / sur véhicule à moteur;2017-11-26;jour;21;45.5086304194252;-73.551952418003
Vol dans / sur véhicule à moteur;2017-11-26;jour;21;45.5086304194252;-73.551952418003
Vol dans / sur véhicule à moteur;2017-11-26;jour;21;45.5150207923933;-73.5661961912092
Vol dans / sur véhicule à moteur;2017-11-26;jour;21;45.5150207923933;-73.5661961912092
Vol de véhicule à moteur;2017-11-26;soir;21;45.5098817185337;-73.5514024443248
Introduction;2017-11-26;jour;22;45.521538166948;-73.562127090484
Introduction;2017-11-26;soir;22;45.5205818579375;-73.5582756258315
Méfait;2017-11-26;soir;22;45.521538166948;-73.562127090484
Introduction;2017-11-26;jour;23;45.5575187312526;-73.5408315748033
Méfait;2017-11-26;jour;23;45.5431767795934;-73.5574850506609
Vol dans / sur véhicule à moteur;2017-11-26;jour;23;45.5405961470788;-73.5516834527632
Introduction;2017-11-26;soir;24;1;1
Méfait;2017-11-26;jour;24;1;1
Introduction;2017-11-26;jour;30;45.5560601804607;-73.595087377132
Introduction;2017-11-26;jour;30;45.5708742796365;-73.6363900117533
Vol dans / sur véhicule à moteur;2017-11-26;soir;30;45.5634153530353;-73.5942175678662
Vol dans / sur véhicule à moteur;2017-11-26;soir;35;45.5420227099826;-73.5960725710999
Vols qualifiés;2017-11-26;jour;35;45.5415857572845;-73.5932391932828
Introduction;2017-11-26;soir;38;45.5310731884374;-73.5890643457516
Introduction;2017-11-26;jour;38;45.5192927891176;-73.5950671818231
Méfait;2017-11-26;jour;38;45.5273671481771;-73.5797991320871
Méfait;2017-11-26;soir;42;45.5889179471007;-73.5776201179986
Vol dans / sur véhicule à moteur;2017-11-26;nuit;42;45.5813545076084;-73.5760802920737
Introduction;2017-11-26;jour;44;45.5534520755925;-73.5557824823596
Introduction;2017-11-26;soir;44;45.5534520755925;-73.5557824823596
Introduction;2017-11-26;soir;44;45.5724214980853;-73.5663462175321
Vol dans / sur véhicule à moteur;2017-11-26;soir;44;45.5768151728496;-73.5674313861113
Vol dans / sur véhicule à moteur;2017-11-26;soir;44;45.5476418110947;-73.5712385608631
Vol de véhicule à moteur;2017-11-26;jour;44;45.5550661954623;-73.5862803271801
Méfait;2017-11-26;jour;45;45.6423022036305;-73.5799542884767
Vol dans / sur véhicule à moteur;2017-11-26;nuit;45;45.6548628769335;-73.5753126544448
Vols qualifiés;2017-11-26;nuit;45;45.6544221396286;-73.5761497731867
Méfait;2017-11-26;jour;46;45.6068804847546;-73.5565516502232
Vol dans / sur véhicule à moteur;2017-11-26;jour;46;45.606238436179;-73.5587185075932
Méfait;2017-11-26;nuit;48;45.5975828272844;-73.5433685841828
Vol dans / sur véhicule à moteur;2017-11-26;jour;48;45.5779886779218;-73.552227558934
Vol dans / sur véhicule à moteur;2017-11-26;soir;48;45.5753526493441;-73.5477864473714
Introduction;2017-11-25;soir;1;45.4093903176938;-73.9136982895046
Introduction;2017-11-25;soir;1;45.4262687892086;-73.8594035227252
Introduction;2017-11-25;soir;3;45.5132687731229;-73.8254051528807
Méfait;2017-11-25;jour;4;45.4821519419743;-73.794892326418
Vol dans / sur véhicule à moteur;2017-11-25;jour;4;45.4823973658543;-73.8407131315685
Vol dans / sur véhicule à moteur;2017-11-25;jour;4;45.4931249070641;-73.8087614561272
Vol dans / sur véhicule à moteur;2017-11-25;jour;5;45.442809272957;-73.7460106906315
Vol de véhicule à moteur;2017-11-25;soir;5;45.4625627564722;-73.8292167425863
Méfait;2017-11-25;jour;7;45.5027566278444;-73.6865685179477
Vol de véhicule à moteur;2017-11-25;nuit;7;45.4872789650764;-73.6898602876066
Vol de véhicule à moteur;2017-11-25;nuit;7;45.4807162777385;-73.6980490143724
Vol de véhicule à moteur;2017-11-25;jour;7;45.4865551264392;-73.690202711976
Méfait;2017-11-25;soir;10;45.5247887036797;-73.7268755271585
Introduction;2017-11-25;soir;12;45.4860198132975;-73.6024959638831
Vol dans / sur véhicule à moteur;2017-11-25;jour;12;45.4957249458252;-73.5824819039863
Vol dans / sur véhicule à moteur;2017-11-25;soir;12;45.4923020167568;-73.5795148634935
Méfait;2017-11-25;soir;13;45.4289140810396;-73.6119961132607
Méfait;2017-11-25;jour;15;45.4812474435251;-73.5531122738045
Vol dans / sur véhicule à moteur;2017-11-25;jour;15;45.4793883209858;-73.590233258859
Méfait;2017-11-25;jour;20;1;1
Vol dans / sur véhicule à moteur;2017-11-25;jour;20;45.5007413993764;-73.5786221392024
Vol dans / sur véhicule à moteur;2017-11-25;jour;20;45.4987680852533;-73.5768935369525
Vol dans / sur véhicule à moteur;2017-11-25;jour;20;45.5059623189934;-73.5689484538577
Méfait;2017-11-25;soir;21;45.5097008998963;-73.5495281756804
Vol dans / sur véhicule à moteur;2017-11-25;nuit;21;1;1
Vol dans / sur véhicule à moteur;2017-11-25;soir;21;45.5143906516503;-73.5619114186583
Vol dans / sur véhicule à moteur;2017-11-25;jour;21;45.5122078532315;-73.5600215088369
Vol dans / sur véhicule à moteur;2017-11-25;soir;21;45.5122078532315;-73.5600215088369
Méfait;2017-11-25;jour;22;45.530341903167;-73.5559186304927
Vol de véhicule à moteur;2017-11-25;soir;22;45.5336991231307;-73.5542690890429
Introduction;2017-11-25;nuit;24;1;1
Méfait;2017-11-25;soir;24;45.5123313641002;-73.6025002486303
Introduction;2017-11-25;soir;26;45.4999986381817;-73.6540136246926
Introduction;2017-11-25;soir;26;45.4999986381817;-73.6540136246926
Introduction;2017-11-25;soir;27;45.5595119636667;-73.6547067491142
Vol dans / sur véhicule à moteur;2017-11-25;soir;30;45.5655212630382;-73.5957504845759
Vol de véhicule à moteur;2017-11-25;jour;30;45.5600763812602;-73.5915885897533
Méfait;2017-11-25;jour;31;45.5507635328648;-73.617260569844
Méfait;2017-11-25;jour;31;45.5507635328648;-73.617260569844
Introduction;2017-11-25;soir;33;1;1
Introduction;2017-11-25;nuit;35;45.5294300474829;-73.6047515297045
Introduction;2017-11-25;jour;38;45.5218280949958;-73.5917588190269
Méfait;2017-11-25;jour;38;45.5194892316462;-73.5983535752958
Vol dans / sur véhicule à moteur;2017-11-25;soir;38;45.5185373686457;-73.584542552915
Vol de véhicule à moteur;2017-11-25;jour;38;45.528808786528;-73.5636524082668
Vol dans / sur véhicule à moteur;2017-11-25;jour;42;45.5863923491875;-73.611117220957
Introduction;2017-11-25;nuit;44;45.5611758278057;-73.5780744815777
Méfait;2017-11-25;jour;44;45.5449360009614;-73.572897407493
Vol dans / sur véhicule à moteur;2017-11-25;jour;44;45.5537686802155;-73.5873909397218
Introduction;2017-11-25;soir;45;45.62738516262;-73.6150566602165
Méfait;2017-11-25;jour;46;45.5978983891969;-73.5499528430943
Vol dans / sur véhicule à moteur;2017-11-25;jour;46;45.6068804847546;-73.5565516502232
Vol dans / sur véhicule à moteur;2017-11-25;jour;46;45.6028991600904;-73.5557184121617
Vol dans / sur véhicule à moteur;2017-11-25;nuit;46;45.6053675690961;-73.5588692187619
Introduction;2017-11-25;jour;48;45.5873225690782;-73.5611081703605
Introduction;2017-11-25;jour;48;45.5873225690782;-73.5611081703605
Introduction;2017-11-25;jour;48;45.5873225690782;-73.5611081703605
Introduction;2017-11-25;jour;48;45.5873225690782;-73.5611081703605
Introduction;2017-11-25;jour;48;45.5873225690782;-73.5611081703605
Méfait;2017-11-25;jour;48;45.6089380701722;-73.5094947013997
Méfait;2017-11-25;soir;48;45.5686848313599;-73.5221491793783
Vol dans / sur véhicule à moteur;2017-11-25;jour;48;45.6052280619288;-73.5272974235069
Vol de véhicule à moteur;2017-11-25;jour;48;45.5898905456755;-73.5390186091298
Vol de véhicule à moteur;2017-11-25;jour;48;45.5793848656734;-73.5406481647508
Vol de véhicule à moteur;2017-11-25;nuit;48;45.6049892479395;-73.5177611727497
Vol dans / sur véhicule à moteur;2017-11-25;jour;49;45.6303104763268;-73.5004793268836
Introduction;2017-11-24;jour;3;45.51611512853;-73.8296295633704
Introduction;2017-11-24;jour;3;45.5152541203421;-73.8145977451745
Introduction;2017-11-24;soir;3;45.5068956564443;-73.7773370113618
Méfait;2017-11-24;jour;3;45.5081583037616;-73.7962998665569
Introduction;2017-11-24;jour;4;45.4714943900071;-73.8330616575297
Introduction;2017-11-24;soir;4;45.481173198739;-73.8208274053888
Introduction;2017-11-24;nuit;4;45.4786679355129;-73.8346578884371
Introduction;2017-11-24;soir;4;45.4901339156545;-73.7964988045576
Introduction;2017-11-24;soir;5;45.4527234524029;-73.7363933923326
Introduction;2017-11-24;soir;7;45.5198503183266;-73.7337794735569
Méfait;2017-11-24;jour;7;45.5138142296227;-73.7274233543488
Vol de véhicule à moteur;2017-11-24;jour;7;45.5267007039318;-73.6919013822051
Vol de véhicule à moteur;2017-11-24;jour;7;45.4807162777385;-73.6980490143724
Vol de véhicule à moteur;2017-11-24;soir;7;45.483484311227;-73.6948639733438
Vol de véhicule à moteur;2017-11-24;nuit;7;45.518730598978;-73.7265549851824
Vols qualifiés;2017-11-24;soir;7;45.5096717604726;-73.6808872811761
Introduction;2017-11-24;jour;8;45.4349062867809;-73.6708132256719
Introduction;2017-11-24;soir;9;45.4814383408216;-73.6544497317956
Méfait;2017-11-24;jour;9;45.4779627036043;-73.6314600962413
Méfait;2017-11-24;jour;9;45.4557643888424;-73.6618685499518
Vol de véhicule à moteur;2017-11-24;nuit;9;45.4793528692793;-73.6387328571274
Introduction;2017-11-24;soir;10;45.5084825225801;-73.7506855129669
Introduction;2017-11-24;soir;10;45.5423362764898;-73.7051794910391
Introduction;2017-11-24;nuit;10;45.5102985088072;-73.753674774419
Introduction;2017-11-24;soir;10;45.5431219889718;-73.6863875809476
Méfait;2017-11-24;jour;11;45.4560802042819;-73.6390700970966
Vol de véhicule à moteur;2017-11-24;jour;11;45.4682477917408;-73.626505007975
Introduction;2017-11-24;jour;12;45.4895051492643;-73.6076604022365
Introduction;2017-11-24;soir;12;45.4856374436091;-73.6075253643361
Vol dans / sur véhicule à moteur;2017-11-24;soir;12;45.4960851695724;-73.5802741829227
Vol dans / sur véhicule à moteur;2017-11-24;soir;12;45.4956613106502;-73.5792508473789
Méfait;2017-11-24;jour;13;45.4152720115823;-73.6210661657811
Méfait;2017-11-24;jour;13;45.4338544178329;-73.6163609791335
Introduction;2017-11-24;soir;16;45.4648541533298;-73.5657518458123
Introduction;2017-11-24;soir;20;45.5103238227246;-73.5787672497734
Méfait;2017-11-24;nuit;20;1;1
Vol dans / sur véhicule à moteur;2017-11-24;jour;21;45.503431171712;-73.5565427306034
Vol dans / sur véhicule à moteur;2017-11-24;jour;21;45.5062964607992;-73.5669460984891
Vol dans / sur véhicule à moteur;2017-11-24;nuit;21;45.5060677477011;-73.5542970357642
Introduction;2017-11-24;jour;22;45.5380576349727;-73.5567983278241
Introduction;2017-11-24;soir;22;45.5232392539252;-73.5581217090939
Vol dans / sur véhicule à moteur;2017-11-24;soir;22;45.5285240506856;-73.5583615112249
