CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Introduction;2018-03-24;soir;10;45.5264099662868;-73.7221025111886;699
Vol dans / sur véhicule à moteur;2018-03-24;jour;10;45.5333858617456;-73.6529465058488;700
Introduction;2018-03-23;soir;10;45.5266438167275;-73.7086138587148;701
Méfait;2018-03-22;jour;10;45.5460810771858;-73.6975659533534;702
Vol de véhicule à moteur;2018-03-22;nuit;10;45.5374597871227;-73.6770215246964;703
Vol de véhicule à moteur;2018-03-21;jour;10;45.5318007308387;-73.7211424111799;704
