CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Introduction;2018-03-25;jour;20;45.4965883311579;-73.5700365977447;750
Méfait;2018-03-25;nuit;20;45.498017738165;-73.5708894312731;751
Méfait;2018-03-25;soir;20;45.5014366344461;-73.5700858287485;752
Vol dans / sur véhicule à moteur;2018-03-25;jour;20;45.4995332523524;-73.5761503004438;753
Introduction;2018-03-24;soir;20;1;1;754
Introduction;2018-03-24;soir;20;45.4966795454747;-73.5787851389051;755
Vol dans / sur véhicule à moteur;2018-03-24;jour;20;45.497963900133;-73.5803761831983;756
Vol dans / sur véhicule à moteur;2018-03-24;jour;20;45.500741119892;-73.5652954801729;757
Méfait;2018-03-23;soir;20;45.4958811095993;-73.5731349863126;758
Méfait;2018-03-23;jour;20;45.5095877102506;-73.5913435069204;759
Vol dans / sur véhicule à moteur;2018-03-23;jour;20;45.507550284165;-73.570314511571;760
Vol dans / sur véhicule à moteur;2018-03-23;soir;20;45.505373642249;-73.5677447968167;761
Vol dans / sur véhicule à moteur;2018-03-23;soir;20;45.4933033104658;-73.5574318201936;762
Vol dans / sur véhicule à moteur;2018-03-23;nuit;20;45.504226659485;-73.5653788496505;763
Vol de véhicule à moteur;2018-03-23;soir;20;45.4958933788039;-73.5603274644425;764
Méfait;2018-03-22;jour;20;45.4965498247941;-73.5763320381455;765
Vol dans / sur véhicule à moteur;2018-03-22;soir;20;45.500741119892;-73.5652954801729;766
Vol dans / sur véhicule à moteur;2018-03-22;jour;20;45.5011735635979;-73.5661610240371;767
Vol dans / sur véhicule à moteur;2018-03-21;soir;20;45.5011202581795;-73.5772803665221;768
Vols qualifiés;2018-03-21;soir;20;45.5013500870881;-73.5716056303812;769
