CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Introduction;2018-03-25;nuit;48;45.609839174487;-73.5177247537299;904
Introduction;2018-03-25;jour;48;45.6014456568203;-73.5170502718273;905
Méfait;2018-03-25;nuit;48;45.595790105758;-73.5232595147659;906
Vol dans / sur véhicule à moteur;2018-03-25;soir;48;45.6043349471328;-73.5125408657652;907
Vol de véhicule à moteur;2018-03-25;jour;48;45.6014456568203;-73.5170502718273;908
Méfait;2018-03-24;jour;48;45.5986761726849;-73.5156281683755;909
Méfait;2018-03-24;jour;48;45.5827675534282;-73.5430334137262;910
Méfait;2018-03-24;jour;48;45.6033014818527;-73.5284627020324;911
Méfait;2018-03-23;soir;48;45.5986377566524;-73.5215108315252;912
Méfait;2018-03-23;soir;48;45.5726646996521;-73.5362063463489;913
Vol dans / sur véhicule à moteur;2018-03-23;soir;48;45.5724962265942;-73.5436641089654;914
Vol dans / sur véhicule à moteur;2018-03-23;jour;48;45.5933332026338;-73.5452833324108;915
Vol de véhicule à moteur;2018-03-23;soir;48;45.5986761726849;-73.5156281683755;916
Vol de véhicule à moteur;2018-03-23;soir;48;45.6014456568203;-73.5170502718273;917
Vols qualifiés;2018-03-23;soir;48;45.6021241815491;-73.5219012605533;918
Introduction;2018-03-22;soir;48;1;1;919
Vol dans / sur véhicule à moteur;2018-03-22;jour;48;45.5805284788726;-73.5350826023921;920
Vol de véhicule à moteur;2018-03-22;soir;48;45.5804405561064;-73.5351421204788;921
Introduction;2018-03-21;soir;48;45.5971521268496;-73.5345489928065;922
Introduction;2018-03-21;nuit;48;45.5824135034543;-73.538608963144;923
Vol dans / sur véhicule à moteur;2018-03-21;soir;48;45.6021241815491;-73.5219012605533;924
