CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Introduction;2018-03-25;jour;23;45.5442862243073;-73.5453271126079;779
Introduction;2018-03-25;soir;23;45.5422161581248;-73.5542670512514;780
Méfait;2018-03-25;jour;23;45.5602707534847;-73.5322646655998;781
Méfait;2018-03-25;jour;23;45.5602707534847;-73.5322646655998;782
Méfait;2018-03-25;jour;23;45.5413369421469;-73.5380930868663;783
Méfait;2018-03-25;jour;23;45.5599152527042;-73.5324988753382;784
Introduction;2018-03-24;soir;23;45.5468201845425;-73.5514181965384;785
Introduction;2018-03-24;soir;23;45.5405961470788;-73.5516834527632;786
Méfait;2018-03-24;nuit;23;45.5525127853902;-73.5397939779321;787
Introduction;2018-03-23;soir;23;45.5506708652385;-73.5492853250893;788
Vol de véhicule à moteur;2018-03-23;soir;23;45.5559042187588;-73.5503518562359;789
Vol de véhicule à moteur;2018-03-22;nuit;23;45.5658142634998;-73.5540091090199;790
