CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Vol dans / sur véhicule à moteur;2018-03-25;jour;42;45.5844558497804;-73.5665909342824;875
Vols qualifiés;2018-03-25;soir;42;45.5889179471007;-73.5776201179986;876
Vol dans / sur véhicule à moteur;2018-03-24;jour;42;45.5753526477076;-73.5842421834589;877
Introduction;2018-03-23;jour;42;45.5960128075172;-73.6138693567191;878
Vol dans / sur véhicule à moteur;2018-03-23;jour;42;45.5836183019465;-73.5918591571598;879
Vol de véhicule à moteur;2018-03-23;soir;42;45.6015939041544;-73.5976105279912;880
Vol dans / sur véhicule à moteur;2018-03-22;jour;42;45.585605512794;-73.6052917045424;881
Vol dans / sur véhicule à moteur;2018-03-22;jour;42;45.5997139400865;-73.5784204441228;882
Vols qualifiés;2018-03-22;soir;42;45.5759156243208;-73.5988125908153;883
Introduction;2018-03-21;jour;42;45.5863050908825;-73.580433816052;884
Vol de véhicule à moteur;2018-03-21;nuit;42;45.5876272571255;-73.6035120816156;885
Vol de véhicule à moteur;2018-03-21;jour;42;45.5772828151498;-73.5964376276503;886
Vols qualifiés;2018-03-21;nuit;42;45.5806613494799;-73.5945409807183;887
