CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Introduction;2018-03-25;jour;16;45.4630234204145;-73.5724295865785;733
Introduction;2018-03-25;soir;16;45.4372955348891;-73.5869529972995;734
Introduction;2018-03-24;jour;16;45.4372955348891;-73.5869529972995;735
Méfait;2018-03-24;jour;16;45.4554524934622;-73.5445456657201;736
Méfait;2018-03-24;jour;16;45.4601380632026;-73.5672616052577;737
Introduction;2018-03-23;soir;16;45.4584372562899;-73.5674150152029;738
Méfait;2018-03-23;soir;16;45.4479583086064;-73.5550131857947;739
Vol dans / sur véhicule à moteur;2018-03-23;jour;16;45.474266951153;-73.5701286455388;740
Introduction;2018-03-22;soir;16;45.4632140598469;-73.5767604080495;741
Introduction;2018-03-22;soir;16;45.4660611506056;-73.5636336074868;742
Introduction;2018-03-22;soir;16;1;1;743
Méfait;2018-03-22;jour;16;45.4703466630355;-73.5618857115447;744
Introduction;2018-03-21;soir;16;45.4488120398441;-73.5834991942804;745
Introduction;2018-03-21;jour;16;45.4437638265085;-73.5766956769467;746
Introduction;2018-03-21;nuit;16;45.4455200228319;-73.5810616420853;747
Méfait;2018-03-21;jour;16;45.445581147374;-73.5772606158871;748
Vol dans / sur véhicule à moteur;2018-03-21;jour;16;45.444136787487;-73.5774040535675;749
