2,11,2,23,45.5474975160032,-73.5474517276607
1,10,2,23,45.5571799133696,-73.5319747490465
1,10,2,23,45.5571799133696,-73.5319747490465
2,10,1,23,45.541144360720004,-73.5399326022735
3,10,2,23,45.546820184542504,-73.5514181965384
2,9,3,23,45.545070714766396,-73.542507586756
2,9,3,23,45.544872526659205,-73.5449729717175
2,9,3,23,45.547297438513695,-73.5440798015942
2,9,3,23,45.547297438513695,-73.5440798015942
5,9,1,23,45.54362621201489,-73.5457336516918
2,8,1,23,45.5547793126256,-73.54685216449549
2,8,2,23,45.5431042875012,-73.5413955614135
3,8,2,23,45.5582936121359,-73.54877597452891
5,8,1,23,45.5484966173938,-73.5425274839338
1,10,1,39,45.6137042487452,-73.6338408946887
2,10,1,39,45.6097196842573,-73.6273715726258
3,10,2,39,45.617202286370706,-73.6147950267853
1,9,3,39,45.5957083990394,-73.63325055312559
1,8,1,39,45.6194165195902,-73.62026328423549
1,8,1,39,45.5965065171191,-73.6317243189822
3,8,1,39,45.61497025966539,-73.6112307301328
1,7,3,39,45.613879319565,-73.6178634254007
1,7,3,39,45.614951182175,-73.6190354714133
1,7,1,39,45.600865877841905,-73.6284446072412
1,7,2,39,45.5996332083284,-73.6238695021831
2,7,1,39,45.588394613141205,-73.63167771279299
4,11,1,42,45.5912304518118,-73.5713011945389
4,10,1,42,45.5863923491875,-73.611117220957
4,10,2,42,45.5824787426556,-73.60013198586691
1,9,2,42,45.5851970768058,-73.60681669388009
3,9,1,42,45.5863923491875,-73.611117220957
3,8,2,42,45.572122596432,-73.59375551074409
4,7,2,42,45.5879262382771,-73.61092859967309
1,11,3,48,45.577644606915705,-73.5331357959463
2,11,1,48,45.577644606915705,-73.5331357959463
2,11,2,48,45.5726646996521,-73.5362063463489
1,10,1,48,45.5929588283049,-73.5131772707605
1,10,1,48,45.601445656820296,-73.5170502718273
2,10,3,48,45.5715514351435,-73.5501796121864
3,11,2,45,45.6285872294871,-73.61630771908091
3,10,2,45,45.6173747278209,-73.606364369983
3,10,1,45,45.660631351630705,-73.5659253226841
3,10,1,45,45.616934216496894,-73.5939804124454
4,10,1,45,45.6270396754323,-73.5791986790322
2,9,1,45,45.616934216496894,-73.5939804124454
2,9,1,45,45.6342480889508,-73.58573665236379
2,9,1,45,45.6398177989269,-73.5800547103382
3,8,2,45,45.616934216496894,-73.5939804124454
3,7,1,45,45.634595311110104,-73.5760417496969
2,10,1,46,45.605811579998395,-73.57648793000949
3,10,2,46,45.5992132647212,-73.5579331413385
3,9,1,46,45.6217444480013,-73.5866466571117
3,9,2,46,45.605909154615205,-73.5641544902676
4,9,1,46,45.5987527158561,-73.55327220553691
3,7,3,46,45.6085254324603,-73.58172118477141
4,7,1,46,45.6175073076715,-73.5726726781659
4,7,1,46,45.6103400192919,-73.54730923533691
2,10,1,48,1.0,1.0
2,10,3,48,45.58954717454821,-73.5171533635212
3,10,1,48,45.6092209338235,-73.51115130859729
4,10,1,48,45.601445656820296,-73.5170502718273
2,9,2,48,45.58827677468229,-73.5575577256984
4,8,3,48,45.58530701809521,-73.5368860036792
2,7,1,48,45.582767553428205,-73.5430334137262
3,7,2,48,45.589890545675495,-73.5390186091298
2,11,1,49,45.662032634770206,-73.497413744046
2,11,2,49,45.645420092940704,-73.4893524747665
2,11,1,49,45.63965781061479,-73.50408754529671
1,10,1,49,45.65209465052379,-73.48943841887609
2,10,1,49,45.6426096259665,-73.4977499949346
1,9,1,49,45.638009591487396,-73.4937627673995
3,8,1,49,45.6354678714311,-73.495210268707
1,7,2,49,45.668543053012705,-73.4957897753265
2,7,1,49,45.6400032046037,-73.49023253143329
1,6,1,48,45.6033745983074,-73.5235798120862
2,6,1,48,45.587358533465796,-73.56124583732459
2,6,1,48,45.587358533465796,-73.56124583732459
2,6,1,48,45.5717196651625,-73.53686557731379
2,6,1,48,45.6065052090927,-73.5289578943615
2,6,1,48,45.588839702687395,-73.539449999322
2,6,1,48,45.594796697267704,-73.5113726917405
2,6,1,48,45.5876716863678,-73.5579805660328
1,2,1,49,45.638009591487396,-73.4937627673995
2,2,2,49,45.6633677310282,-73.505586577138
2,2,2,49,45.645420092940704,-73.4893524747665
2,2,2,49,45.65050975197779,-73.4963693017676
4,2,3,49,45.6329187858315,-73.4942958838582
1,3,3,49,1.0,1.0
2,3,1,49,45.645420092940704,-73.4893524747665
2,3,2,49,45.631590096957396,-73.504066566049
4,3,3,49,45.639267587816,-73.5102228205619
3,4,1,49,45.635096039431296,-73.5028680349153
1,5,1,49,45.6515560875945,-73.5023094852972
2,6,2,49,45.663577808495,-73.506953448999
2,6,1,49,45.646969890472604,-73.5126679177925
2,6,2,49,45.6664417398308,-73.494383561093
2,6,1,49,45.691855379334,-73.4886567259306
4,6,3,49,45.637614108334894,-73.4913734471036
4,6,3,49,45.6297475797565,-73.5009861544241
4,2,3,23,45.565814263499796,-73.55400910901992
1,3,2,23,45.5506708652385,-73.54928532508929
4,3,2,23,45.55590421875879,-73.5503518562359
1,4,2,23,45.546820184542504,-73.5514181965384
1,4,2,23,45.5405961470788,-73.5516834527632
2,4,3,23,45.552512785390206,-73.53979397793209
1,5,1,23,45.5442862243073,-73.54532711260791
1,5,2,23,45.5422161581248,-73.5542670512514
2,5,1,23,45.56027075348471,-73.5322646655998
2,5,1,23,45.56027075348471,-73.5322646655998
2,5,1,23,45.5413369421469,-73.5380930868663
2,5,1,23,45.5599152527042,-73.5324988753382
1,6,2,23,45.5578137401435,-73.5338746675954
1,6,3,23,45.542403921192296,-73.54414963448029
2,6,1,23,45.547939933596105,-73.54300917367391
2,6,1,23,45.5515485637578,-73.53808765080959
3,6,1,23,1.0,1.0
3,2,1,42,45.585605512794,-73.60529170454241
3,2,1,42,45.599713940086495,-73.5784204441228
5,2,2,42,45.57591562432079,-73.5988125908153
1,3,1,42,45.596012807517205,-73.61386935671909
3,3,1,42,45.583618301946494,-73.5918591571598
4,3,2,42,45.6015939041544,-73.5976105279912
3,4,1,42,45.575352647707604,-73.58424218345891
1,2,1,39,45.60371659060429,-73.6334866456867
1,2,2,39,45.58671854101521,-73.6361791785137
2,2,3,39,45.6028572882727,-73.63730086609321
1,3,2,39,45.6082482733319,-73.62039008149641
1,3,1,39,45.6055067986602,-73.62365022289559
2,3,2,39,1.0,1.0
5,3,2,39,45.58822839748299,-73.6346260056554
