CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Méfait;2018-03-31;soir;23;45.5474975160032;-73.5474517276607;90
Introduction;2018-03-30;soir;23;45.5571799133696;-73.5319747490465;91
Introduction;2018-03-30;soir;23;45.5571799133696;-73.5319747490465;92
Méfait;2018-03-30;jour;23;45.54114436072;-73.5399326022735;93
Vol dans / sur véhicule à moteur;2018-03-30;soir;23;45.5468201845425;-73.5514181965384;94
Méfait;2018-03-29;nuit;23;45.5450707147664;-73.542507586756;95
Méfait;2018-03-29;nuit;23;45.5448725266592;-73.5449729717175;96
Méfait;2018-03-29;nuit;23;45.5472974385137;-73.5440798015942;97
Méfait;2018-03-29;nuit;23;45.5472974385137;-73.5440798015942;98
Vols qualifiés;2018-03-29;jour;23;45.5436262120149;-73.5457336516918;99
Méfait;2018-03-28;jour;23;45.5547793126256;-73.5468521644955;100
Méfait;2018-03-28;soir;23;45.5431042875012;-73.5413955614135;101
Vol dans / sur véhicule à moteur;2018-03-28;soir;23;45.5582936121359;-73.5487759745289;102
Vols qualifiés;2018-03-28;jour;23;45.5484966173938;-73.5425274839338;103
