CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Vol de véhicule à moteur;2018-03-31;nuit;7;45.4869087255012;-73.7385420221326;13
Vol dans / sur véhicule à moteur;2018-03-30;jour;7;45.5312725210475;-73.6738792681034;14
Vol dans / sur véhicule à moteur;2018-03-30;jour;7;45.5198205878461;-73.670662756382;15
Vol dans / sur véhicule à moteur;2018-03-30;jour;7;45.5221183295084;-73.7040478156886;16
Vol dans / sur véhicule à moteur;2018-03-30;jour;7;45.5227931957954;-73.6807915226635;17
Vol de véhicule à moteur;2018-03-30;soir;7;45.5128462980696;-73.6846308153077;18
Introduction;2018-03-29;soir;7;45.5114922779152;-73.6784832122982;19
Introduction;2018-03-29;jour;7;45.5241962608481;-73.7184727204438;20
Méfait;2018-03-29;jour;7;45.5114922779152;-73.6784832122982;21
Méfait;2018-03-29;jour;7;45.5243955909579;-73.6719706309259;22
Vol dans / sur véhicule à moteur;2018-03-29;soir;7;45.5226579647258;-73.6593236443824;23
Vol de véhicule à moteur;2018-03-29;jour;7;45.5283965303705;-73.6678436331276;24
Méfait;2018-03-28;soir;7;45.525777541104;-73.6792040689271;25
Vol dans / sur véhicule à moteur;2018-03-28;jour;7;45.48715388056;-73.7171298080997;26
Vol dans / sur véhicule à moteur;2018-03-28;jour;7;45.498819333768;-73.7379845188064;27
Vol dans / sur véhicule à moteur;2018-03-28;jour;7;1;1;28
Vol de véhicule à moteur;2018-03-28;soir;7;45.4972460801594;-73.7042507326908;29
Vol de véhicule à moteur;2018-03-27;soir;7;45.5198474372909;-73.6795832482553;30
