CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Vol dans / sur véhicule à moteur;2018-03-31;jour;30;45.5556850914113;-73.6195091156564;131
Introduction;2018-03-30;jour;30;45.567740131953;-73.6060236773903;132
Introduction;2018-03-29;jour;30;45.558487625659;-73.607376391192;133
Introduction;2018-03-29;soir;30;45.5671615372058;-73.6125717283004;134
Méfait;2018-03-29;jour;30;45.5684001517728;-73.5974223806324;135
Méfait;2018-03-29;jour;30;45.5684001517728;-73.5974223806324;136
Vols qualifiés;2018-03-29;soir;30;45.5683751338379;-73.641658472964;137
Introduction;2018-03-28;jour;30;45.5811352129238;-73.6221964037914;138
Introduction;2018-03-28;jour;30;45.5755487795838;-73.63561254541;139
Introduction;2018-03-28;soir;30;45.5681655143167;-73.6305910420838;140
Méfait;2018-03-27;jour;30;45.5761590787999;-73.6097020049327;141
