CATEGORIE;DATE;QUART;PDQ;LAT;LONG;ID
Méfait;2018-03-29;jour;31;45.5415992790782;-73.6151708497888;142
Méfait;2018-03-29;nuit;31;45.5409944495658;-73.6157268955841;143
Méfait;2018-03-29;jour;31;45.547509901115;-73.6024442826138;144
Méfait;2018-03-29;jour;31;45.547509901115;-73.6024442826138;145
Méfait;2018-03-29;nuit;31;45.535735852173;-73.6204374823157;146
Introduction;2018-03-28;jour;31;45.5436596247395;-73.6358063881097;147
Introduction;2018-03-28;nuit;31;45.5463481101997;-73.6035460564931;148
Introduction;2018-03-28;jour;31;45.5459754124608;-73.6291847465566;149
Méfait;2018-03-28;nuit;31;45.535735852173;-73.6204374823157;150
Vol dans / sur véhicule à moteur;2018-03-28;jour;31;45.5435059391976;-73.6400416033223;151
Introduction;2018-03-27;jour;31;45.542274378389;-73.6185691177004;152
